subjek,jendela,t_mulai_s,t_selesai_s,ecg_hz,ecg_bpm,radar_hz,radar_bpm,radar_bpm_sebelum_medfilt,galat_bpm,galat_mutlak_bpm,galat_persen
subject01,25,120.0,140.0,1.5182,91.09,1.5,90.0,90.0,-1.0900000000000034,1.0900000000000034,1.1966187287298313
subject01,26,125.0,145.0,1.5308,91.85,1.55,93.0,93.0,1.1500000000000057,1.1500000000000057,1.252041371801857
subject01,27,130.0,150.0,1.5406,92.44,1.55,93.0,93.0,0.5600000000000023,0.5600000000000023,0.6057983556901799
subject01,28,135.0,155.0,1.5336,92.02,1.55,93.0,93.0,0.980000000000004,0.980000000000004,1.0649858726363877
subject01,29,140.0,160.0,1.5372,92.23,1.5,90.0,90.0,-2.230000000000004,2.230000000000004,2.417868372546898
subject01,30,145.0,165.0,1.5252,91.51,1.2,72.0,69.0,-19.510000000000005,19.510000000000005,21.32007430881871
subject01,31,150.0,170.0,1.5253,91.52,1.2,72.0,72.0,-19.519999999999996,19.519999999999996,21.328671328671327
subject01,32,155.0,175.0,1.5461,92.76,1.2,72.0,72.0,-20.760000000000005,20.760000000000005,22.380336351875812
subject01,33,160.0,180.0,1.523,91.38,1.5,90.0,93.0,-1.3799999999999955,1.3799999999999955,1.510177281680888
subject01,34,165.0,185.0,1.5244,91.47,1.5,90.0,93.0,-1.4699999999999989,1.4699999999999989,1.607084289931124
subject01,35,170.0,190.0,1.4934,89.6,1.5,90.0,90.0,0.4000000000000057,0.4000000000000057,0.44642857142857784
subject01,36,175.0,195.0,1.4586,87.51,1.45,87.0,87.0,-0.5100000000000051,0.5100000000000051,0.5827905382242088
subject01,37,180.0,200.0,1.4567,87.4,1.45,87.0,87.0,-0.4000000000000057,0.4000000000000057,0.4576659038901667
subject01,38,185.0,205.0,1.4613,87.68,1.45,87.0,87.0,-0.6800000000000068,0.6800000000000068,0.7755474452554821
subject01,39,190.0,210.0,1.4713,88.28,1.45,87.0,87.0,-1.2800000000000011,1.2800000000000011,1.449932034435887
subject01,40,195.0,215.0,1.4768,88.61,1.5,90.0,90.0,1.3900000000000006,1.3900000000000006,1.5686717074822263
subject01,41,200.0,220.0,1.4887,89.32,1.5,90.0,90.0,0.6800000000000068,0.6800000000000068,0.7613076578593897
subject01,42,205.0,225.0,1.483,88.98,1.5,90.0,90.0,1.019999999999996,1.019999999999996,1.1463250168577164
subject01,43,210.0,230.0,1.4977,89.86,1.5,90.0,90.0,0.14000000000000057,0.14000000000000057,0.15579790785666656
subject01,44,215.0,235.0,1.5016,90.1,1.5,90.0,60.0,-0.09999999999999432,0.09999999999999432,0.11098779134294597
subject01,45,220.0,240.0,1.4987,89.92,1.5,90.0,90.0,0.0799999999999983,0.0799999999999983,0.08896797153024721
subject01,46,225.0,245.0,1.5077,90.46,1.5,90.0,90.0,-0.45999999999999375,0.45999999999999375,0.5085120495246449
subject01,47,230.0,250.0,1.5124,90.74,1.5,90.0,90.0,-0.7399999999999949,0.7399999999999949,0.815516861362128
subject01,48,235.0,255.0,1.5263,91.58,1.5,90.0,69.0,-1.5799999999999983,1.5799999999999983,1.7252675256606227
subject01,49,240.0,260.0,1.5451,92.7,1.55,93.0,93.0,0.29999999999999716,0.29999999999999716,0.3236245954692526
subject01,50,245.0,265.0,1.5612,93.67,1.55,93.0,93.0,-0.6700000000000017,0.6700000000000017,0.7152770364044002
subject01,51,250.0,270.0,1.5602,93.61,1.55,93.0,96.0,-0.6099999999999994,0.6099999999999994,0.6516397820745641
subject01,52,255.0,275.0,1.5694,94.16,1.55,93.0,93.0,-1.1599999999999966,1.1599999999999966,1.2319456244689853
subject01,53,260.0,280.0,1.5739,94.43,1.55,93.0,93.0,-1.4300000000000068,1.4300000000000068,1.5143492534152354
subject01,54,265.0,285.0,1.5592,93.55,1.55,93.0,75.0,-0.5499999999999972,0.5499999999999972,0.5879208979155501
subject01,55,270.0,290.0,1.5823,94.94,1.55,93.0,93.0,-1.9399999999999977,1.9399999999999977,2.043395828944594
subject01,56,275.0,295.0,1.5791,94.74,1.55,93.0,93.0,-1.7399999999999949,1.7399999999999949,1.8366054464851118
subject01,57,280.0,300.0,1.562,93.72,1.55,93.0,96.0,-0.7199999999999989,0.7199999999999989,0.7682458386683726
subject01,58,285.0,305.0,1.557,93.42,1.55,93.0,93.0,-0.4200000000000017,0.4200000000000017,0.4495825305073878
subject01,59,290.0,310.0,1.5348,92.09,1.55,93.0,93.0,0.9099999999999966,0.9099999999999966,0.9881637528504686
subject01,60,295.0,315.0,1.5133,90.8,1.55,93.0,93.0,2.200000000000003,2.200000000000003,2.4229074889867874
subject01,61,300.0,320.0,1.4875,89.25,1.5,90.0,90.0,0.75,0.75,0.8403361344537815
subject01,62,305.0,325.0,1.4788,88.73,1.45,87.0,87.0,-1.730000000000004,1.730000000000004,1.9497351515834598
subject01,63,310.0,330.0,1.4723,88.34,1.45,87.0,87.0,-1.3400000000000034,1.3400000000000034,1.51686665157347
subject01,64,315.0,335.0,1.4644,87.86,1.45,87.0,87.0,-0.8599999999999994,0.8599999999999994,0.9788299567493732
subject01,65,320.0,340.0,1.4804,88.82,1.45,87.0,90.0,-1.8199999999999932,1.8199999999999932,2.0490880432334984
subject01,66,325.0,345.0,1.462,87.72,1.45,87.0,90.0,-0.7199999999999989,0.7199999999999989,0.8207934336525295
subject01,67,330.0,350.0,1.4521,87.12,1.45,87.0,87.0,-0.12000000000000455,0.12000000000000455,0.13774104683196114
subject01,68,335.0,355.0,1.4378,86.27,1.45,87.0,66.0,0.730000000000004,0.730000000000004,0.8461805958038762
subject01,69,340.0,360.0,1.4247,85.48,1.4,84.0,87.0,-1.480000000000004,1.480000000000004,1.7313991576977117
subject01,70,345.0,365.0,1.4104,84.63,1.1,66.0,84.0,-18.629999999999995,18.629999999999995,22.01347040056717
subject01,71,350.0,370.0,1.3906,83.44,1.4,84.0,57.0,0.5600000000000023,0.5600000000000023,0.6711409395973182
subject01,72,355.0,375.0,1.3999,83.99,1.4,84.0,60.0,0.010000000000005116,0.010000000000005116,0.011906179307066457
subject01,73,360.0,380.0,1.3906,83.43,1.4,84.0,84.0,0.5699999999999932,0.5699999999999932,0.683207479323976
subject01,74,365.0,385.0,1.3943,83.66,1.4,84.0,84.0,0.3400000000000034,0.3400000000000034,0.40640688501076194
subject01,75,370.0,390.0,1.4011,84.07,1.4,84.0,84.0,-0.06999999999999318,0.06999999999999318,0.083263946711066
subject01,76,375.0,395.0,1.3917,83.5,1.4,84.0,84.0,0.5,0.5,0.5988023952095809
subject01,77,380.0,400.0,1.4213,85.28,1.4,84.0,84.0,-1.2800000000000011,1.2800000000000011,1.5009380863039414
subject01,78,385.0,405.0,1.454,87.24,1.4,84.0,102.0,-3.239999999999995,3.239999999999995,3.713892709766157
subject01,79,390.0,410.0,1.4675,88.05,1.25,75.0,75.0,-13.049999999999997,13.049999999999997,14.82112436115843
subject01,80,395.0,415.0,1.4896,89.37,1.1,66.0,63.0,-23.370000000000005,23.370000000000005,26.149714669352136
subject01,81,400.0,420.0,1.483,88.98,1.05,63.0,63.0,-25.980000000000004,25.980000000000004,29.197572488199597
subject01,82,405.0,425.0,1.4767,88.6,1.05,63.0,66.0,-25.599999999999994,25.599999999999994,28.893905191873586
subject02,1,0.0,20.0,1.3567,81.4,1.25,75.0,87.0,-6.400000000000006,6.400000000000006,7.862407862407869
subject02,2,5.0,25.0,1.2876,77.25,1.25,75.0,75.0,-2.25,2.25,2.912621359223301
subject02,3,10.0,30.0,1.2489,74.94,1.25,75.0,87.0,0.060000000000002274,0.060000000000002274,0.08006405124099583
subject02,4,15.0,35.0,1.2365,74.19,1.2,72.0,72.0,-2.1899999999999977,2.1899999999999977,2.9518803073190427
subject02,5,20.0,40.0,1.198,71.88,1.2,72.0,72.0,0.12000000000000455,0.12000000000000455,0.16694490818030683
subject02,6,25.0,45.0,1.1879,71.28,1.2,72.0,72.0,0.7199999999999989,0.7199999999999989,1.0101010101010084
subject02,7,30.0,50.0,1.1738,70.43,1.15,69.0,69.0,-1.4300000000000068,1.4300000000000068,2.030384779213413
subject02,8,35.0,55.0,1.1734,70.4,1.15,69.0,69.0,-1.4000000000000057,1.4000000000000057,1.9886363636363715
subject02,9,40.0,60.0,1.183,70.98,1.15,69.0,69.0,-1.980000000000004,1.980000000000004,2.789518174133564
subject02,10,45.0,65.0,1.1864,71.18,1.2,72.0,99.0,0.8199999999999932,0.8199999999999932,1.1520089912896785
subject02,11,50.0,70.0,1.1935,71.61,1.2,72.0,72.0,0.39000000000000057,0.39000000000000057,0.5446166736489325
subject02,12,55.0,75.0,1.1958,71.75,1.2,72.0,72.0,0.25,0.25,0.34843205574912894
subject02,13,60.0,80.0,1.2031,72.19,1.2,72.0,72.0,-0.18999999999999773,0.18999999999999773,0.26319434824767657
subject02,14,65.0,85.0,1.2297,73.78,1.2,72.0,72.0,-1.7800000000000011,1.7800000000000011,2.412577934399568
subject02,15,70.0,90.0,1.241,74.46,1.25,75.0,75.0,0.5400000000000063,0.5400000000000063,0.7252215954875185
subject02,16,75.0,95.0,1.2563,75.38,1.25,75.0,75.0,-0.37999999999999545,0.37999999999999545,0.5041124966834644
subject02,17,80.0,100.0,1.2612,75.67,1.25,75.0,75.0,-0.6700000000000017,0.6700000000000017,0.8854235496233669
subject02,18,85.0,105.0,1.248,74.88,1.25,75.0,75.0,0.12000000000000455,0.12000000000000455,0.16025641025641635
subject02,19,90.0,110.0,1.2551,75.31,1.25,75.0,72.0,-0.3100000000000023,0.3100000000000023,0.41163192139158444
subject02,20,95.0,115.0,1.3115,78.69,1.2,72.0,75.0,-6.689999999999998,6.689999999999998,8.501715592832632
subject02,21,100.0,120.0,1.3256,79.53,1.2,72.0,60.0,-7.530000000000001,7.530000000000001,9.468125235760091
subject02,22,105.0,125.0,1.3258,79.55,1.25,75.0,57.0,-4.549999999999997,4.549999999999997,5.719673161533623
subject02,23,110.0,130.0,1.334,80.04,1.25,75.0,75.0,-5.040000000000006,5.040000000000006,6.296851574212901
subject02,24,115.0,135.0,1.2697,76.18,1.25,75.0,75.0,-1.1800000000000068,1.1800000000000068,1.5489629824100901
subject02,25,120.0,140.0,1.2585,75.51,1.25,75.0,75.0,-0.5100000000000051,0.5100000000000051,0.6754072308303603
subject02,26,125.0,145.0,1.258,75.48,1.25,75.0,75.0,-0.480000000000004,0.480000000000004,0.6359300476947588
subject02,27,130.0,150.0,1.2357,74.14,1.25,75.0,78.0,0.8599999999999994,0.8599999999999994,1.159967628810358
subject02,28,135.0,155.0,1.238,74.28,0.95,57.0,51.0,-17.28,17.28,23.263327948303715
subject02,29,140.0,160.0,1.2261,73.56,0.95,57.0,54.0,-16.560000000000002,16.560000000000002,22.512234910277325
subject02,30,145.0,165.0,1.2294,73.76,0.9,54.0,57.0,-19.760000000000005,19.760000000000005,26.789587852494584
subject02,31,150.0,170.0,1.241,74.46,0.95,57.0,57.0,-17.459999999999994,17.459999999999994,23.448831587429485
subject02,32,155.0,175.0,1.2356,74.14,0.95,57.0,54.0,-17.14,17.14,23.118424602104128
subject02,33,160.0,180.0,1.258,75.48,0.95,57.0,57.0,-18.480000000000004,18.480000000000004,24.483306836248016
subject02,34,165.0,185.0,1.2534,75.21,1.0,60.0,75.0,-15.209999999999994,15.209999999999994,20.223374551256477
subject02,35,170.0,190.0,1.2604,75.62,1.0,60.0,75.0,-15.620000000000005,15.620000000000005,20.655911134620474
subject02,36,175.0,195.0,1.2727,76.36,1.05,63.0,60.0,-13.36,13.36,17.49607124148769
subject02,37,180.0,200.0,1.2602,75.61,1.05,63.0,60.0,-12.61,12.61,16.67768813648988
subject02,38,185.0,205.0,1.2626,75.76,1.05,63.0,63.0,-12.760000000000005,12.760000000000005,16.84266103484689
subject02,39,190.0,210.0,1.259,75.54,1.2,72.0,72.0,-3.5400000000000063,3.5400000000000063,4.686258935663233
subject02,40,195.0,215.0,1.2677,76.06,1.25,75.0,75.0,-1.0600000000000023,1.0600000000000023,1.393636602682096
subject02,41,200.0,220.0,1.2842,77.05,1.35,81.0,81.0,3.950000000000003,3.950000000000003,5.12654120700844
subject02,42,205.0,225.0,1.2966,77.8,1.35,81.0,81.0,3.200000000000003,3.200000000000003,4.113110539845763
subject02,43,210.0,230.0,1.3051,78.31,1.35,81.0,81.0,2.6899999999999977,2.6899999999999977,3.435065764270205
subject02,44,215.0,235.0,1.3039,78.24,1.35,81.0,54.0,2.760000000000005,2.760000000000005,3.527607361963197
subject02,45,220.0,240.0,1.2937,77.62,1.35,81.0,93.0,3.3799999999999955,3.3799999999999955,4.35454779695954
subject02,46,225.0,245.0,1.2947,77.68,1.4,84.0,90.0,6.319999999999993,6.319999999999993,8.135942327497416
subject02,47,230.0,250.0,1.2895,77.37,1.4,84.0,81.0,6.6299999999999955,6.6299999999999955,8.569212873206663
subject02,48,235.0,255.0,1.2881,77.29,1.35,81.0,84.0,3.7099999999999937,3.7099999999999937,4.800103506275059
subject02,49,240.0,260.0,1.305,78.3,1.05,63.0,57.0,-15.299999999999997,15.299999999999997,19.54022988505747
subject02,50,245.0,265.0,1.3204,79.22,1.05,63.0,60.0,-16.22,16.22,20.474627619288057
subject02,51,250.0,270.0,1.3319,79.92,1.05,63.0,63.0,-16.92,16.92,21.171171171171174
subject02,52,255.0,275.0,1.3302,79.81,1.35,81.0,84.0,1.1899999999999977,1.1899999999999977,1.491041222904395
subject02,53,260.0,280.0,1.3278,79.67,1.35,81.0,84.0,1.3299999999999983,1.3299999999999983,1.669386218149866
subject02,54,265.0,285.0,1.3222,79.33,1.35,81.0,81.0,1.6700000000000017,1.6700000000000017,2.1051304676667106
subject02,55,270.0,290.0,1.3307,79.84,1.35,81.0,81.0,1.1599999999999966,1.1599999999999966,1.4529058116232423
subject02,56,275.0,295.0,1.3455,80.73,1.35,81.0,81.0,0.269999999999996,0.269999999999996,0.3344481605351121
subject02,57,280.0,300.0,1.3487,80.92,1.35,81.0,81.0,0.0799999999999983,0.0799999999999983,0.09886307464161924
subject02,58,285.0,305.0,1.3526,81.15,1.35,81.0,57.0,-0.15000000000000568,0.15000000000000568,0.18484288354899037
subject02,59,290.0,310.0,1.35,81.0,1.35,81.0,57.0,0.0,0.0,0.0
subject02,60,295.0,315.0,1.3496,80.98,0.95,57.0,87.0,-23.980000000000004,23.980000000000004,29.61224993825636
subject02,61,300.0,320.0,1.3387,80.32,1.0,60.0,84.0,-20.319999999999993,20.319999999999993,25.298804780876488
subject02,62,305.0,325.0,1.3305,79.83,1.3,78.0,57.0,-1.8299999999999983,1.8299999999999983,2.2923712889890995
subject02,63,310.0,330.0,1.3298,79.79,1.3,78.0,60.0,-1.7900000000000063,1.7900000000000063,2.243388895851618
subject02,64,315.0,335.0,1.3236,79.41,1.3,78.0,78.0,-1.4099999999999966,1.4099999999999966,1.775595013222512
subject02,65,320.0,340.0,1.3237,79.42,1.3,78.0,81.0,-1.4200000000000017,1.4200000000000017,1.7879627297909868
subject02,66,325.0,345.0,1.3176,79.05,1.3,78.0,78.0,-1.0499999999999972,1.0499999999999972,1.3282732447817802
subject02,67,330.0,350.0,1.3109,78.66,1.3,78.0,78.0,-0.6599999999999966,0.6599999999999966,0.8390541571319561
subject02,68,335.0,355.0,1.2982,77.89,1.3,78.0,78.0,0.10999999999999943,0.10999999999999943,0.14122480421106615
subject02,69,340.0,360.0,1.3036,78.22,1.3,78.0,78.0,-0.21999999999999886,0.21999999999999886,0.28125799028381343
subject02,70,345.0,365.0,1.3162,78.97,1.3,78.0,78.0,-0.9699999999999989,0.9699999999999989,1.2283145498290475
subject02,71,350.0,370.0,1.3302,79.81,1.3,78.0,60.0,-1.8100000000000023,1.8100000000000023,2.2678862297957676
subject02,72,355.0,375.0,1.337,80.22,1.3,78.0,84.0,-2.219999999999999,2.219999999999999,2.767389678384441
subject02,73,360.0,380.0,1.3438,80.63,1.3,78.0,78.0,-2.6299999999999955,2.6299999999999955,3.261813220885521
subject02,74,365.0,385.0,1.3302,79.81,1.3,78.0,81.0,-1.8100000000000023,1.8100000000000023,2.2678862297957676
subject02,75,370.0,390.0,1.3141,78.84,1.3,78.0,57.0,-0.8400000000000034,0.8400000000000034,1.0654490106544945
subject02,76,375.0,395.0,1.3255,79.53,1.3,78.0,78.0,-1.5300000000000011,1.5300000000000011,1.9238023387400993
subject02,77,380.0,400.0,1.3363,80.18,0.95,57.0,81.0,-23.180000000000007,23.180000000000007,28.909952606635077
subject02,78,385.0,405.0,1.3547,81.28,0.95,57.0,57.0,-24.28,24.28,29.87204724409449
subject02,79,390.0,410.0,1.379,82.74,0.95,57.0,57.0,-25.739999999999995,25.739999999999995,31.109499637418413
subject02,80,395.0,415.0,1.3897,83.38,0.95,57.0,54.0,-26.379999999999995,26.379999999999995,31.638282561765408
subject02,81,400.0,420.0,1.3904,83.42,0.9,54.0,54.0,-29.42,29.42,35.26732198513546
subject02,82,405.0,425.0,1.3934,83.61,0.9,54.0,84.0,-29.61,29.61,35.414424111948335
subject03,1,0.0,20.0,1.3241,79.45,1.3,78.0,102.0,-1.4500000000000028,1.4500000000000028,1.8250471994965423
subject03,2,5.0,25.0,1.3133,78.8,1.3,78.0,87.0,-0.7999999999999972,0.7999999999999972,1.0152284263959355
subject03,3,10.0,30.0,1.302,78.12,1.3,78.0,78.0,-0.12000000000000455,0.12000000000000455,0.15360983102919168
subject03,4,15.0,35.0,1.2963,77.78,1.25,75.0,75.0,-2.780000000000001,2.780000000000001,3.574183594754437
subject03,5,20.0,40.0,1.2965,77.79,1.15,69.0,69.0,-8.790000000000006,8.790000000000006,11.299652911685314
subject03,6,25.0,45.0,1.2902,77.41,1.15,69.0,57.0,-8.409999999999997,8.409999999999997,10.864229427722513
subject03,7,30.0,50.0,1.2866,77.2,1.15,69.0,57.0,-8.200000000000003,8.200000000000003,10.62176165803109
subject03,8,35.0,55.0,1.2855,77.13,0.95,57.0,75.0,-20.129999999999995,20.129999999999995,26.098794243485017
subject03,9,40.0,60.0,1.2816,76.9,1.1,66.0,75.0,-10.900000000000006,10.900000000000006,14.174252275682711
subject03,10,45.0,65.0,1.2816,76.9,1.1,66.0,51.0,-10.900000000000006,10.900000000000006,14.174252275682711
subject03,11,50.0,70.0,1.2869,77.22,1.05,63.0,66.0,-14.219999999999999,14.219999999999999,18.414918414918414
subject03,12,55.0,75.0,1.2941,77.64,1.05,63.0,63.0,-14.64,14.64,18.856259659969087
subject03,13,60.0,80.0,1.3016,78.1,1.1,66.0,63.0,-12.099999999999994,12.099999999999994,15.492957746478867
subject03,14,65.0,85.0,1.3183,79.1,1.05,63.0,66.0,-16.099999999999994,16.099999999999994,20.35398230088495
subject03,15,70.0,90.0,1.3264,79.58,1.05,63.0,69.0,-16.58,16.58,20.834380497612464
subject03,16,75.0,95.0,1.3258,79.55,1.05,63.0,63.0,-16.549999999999997,16.549999999999997,20.804525455688243
subject03,17,80.0,100.0,1.3183,79.1,1.0,60.0,60.0,-19.099999999999994,19.099999999999994,24.14664981036662
subject03,18,85.0,105.0,1.296,77.76,1.0,60.0,60.0,-17.760000000000005,17.760000000000005,22.83950617283951
subject03,19,90.0,110.0,1.2906,77.44,0.95,57.0,57.0,-20.439999999999998,20.439999999999998,26.394628099173552
subject03,20,95.0,115.0,1.307,78.42,0.95,57.0,57.0,-21.42,21.42,27.31446059678654
subject03,21,100.0,120.0,1.3186,79.11,0.95,57.0,57.0,-22.11,22.11,27.948426241941597
subject03,22,105.0,125.0,1.3288,79.73,1.35,81.0,81.0,1.269999999999996,1.269999999999996,1.5928759563526855
subject03,23,110.0,130.0,1.3248,79.49,1.35,81.0,81.0,1.5100000000000051,1.5100000000000051,1.8996100138382253
subject03,24,115.0,135.0,1.3,78.0,1.35,81.0,84.0,3.0,3.0,3.8461538461538463
subject03,25,120.0,140.0,1.2944,77.67,1.35,81.0,66.0,3.3299999999999983,3.3299999999999983,4.287369640787947
subject03,26,125.0,145.0,1.2983,77.9,1.35,81.0,66.0,3.0999999999999943,3.0999999999999943,3.979460847240044
subject03,27,130.0,150.0,1.3004,78.02,1.35,81.0,81.0,2.980000000000004,2.980000000000004,3.8195334529607847
subject03,28,135.0,155.0,1.3108,78.65,1.35,81.0,81.0,2.3499999999999943,2.3499999999999943,2.987921169739344
subject03,29,140.0,160.0,1.3149,78.9,1.35,81.0,81.0,2.0999999999999943,2.0999999999999943,2.6615969581748975
subject03,30,145.0,165.0,1.315,78.9,1.35,81.0,87.0,2.0999999999999943,2.0999999999999943,2.6615969581748975
subject03,31,150.0,170.0,1.3227,79.36,1.45,87.0,87.0,7.640000000000001,7.640000000000001,9.62701612903226
subject03,32,155.0,175.0,1.3266,79.6,1.45,87.0,57.0,7.400000000000006,7.400000000000006,9.29648241206031
subject03,33,160.0,180.0,1.3274,79.65,1.45,87.0,99.0,7.349999999999994,7.349999999999994,9.227871939736339
subject03,34,165.0,185.0,1.3287,79.72,1.35,81.0,99.0,1.2800000000000011,1.2800000000000011,1.6056196688409445
subject03,35,170.0,190.0,1.3255,79.53,1.35,81.0,72.0,1.4699999999999989,1.4699999999999989,1.8483591097698968
subject03,36,175.0,195.0,1.3213,79.28,1.35,81.0,81.0,1.7199999999999989,1.7199999999999989,2.169525731584257
subject03,37,180.0,200.0,1.3114,78.68,1.2,72.0,81.0,-6.680000000000007,6.680000000000007,8.490086426029494
subject03,38,185.0,205.0,1.3055,78.33,1.35,81.0,66.0,2.6700000000000017,2.6700000000000017,3.408655687476065
subject03,39,190.0,210.0,1.2997,77.98,1.1,66.0,60.0,-11.980000000000004,11.980000000000004,15.362913567581435
subject03,40,195.0,215.0,1.2938,77.63,1.1,66.0,99.0,-11.629999999999995,11.629999999999995,14.981321653999737
subject03,41,200.0,220.0,1.297,77.82,1.45,87.0,57.0,9.180000000000007,9.180000000000007,11.796453353893611
subject03,42,205.0,225.0,1.2965,77.79,1.5,90.0,87.0,12.209999999999994,12.209999999999994,15.696104897801765
subject03,43,210.0,230.0,1.2937,77.62,1.45,87.0,90.0,9.379999999999995,9.379999999999995,12.084514300438025
subject03,44,215.0,235.0,1.2875,77.25,1.45,87.0,90.0,9.75,9.75,12.62135922330097
subject03,45,220.0,240.0,1.2905,77.43,1.4,84.0,57.0,6.569999999999993,6.569999999999993,8.485083301046096
subject03,46,225.0,245.0,1.2974,77.85,0.95,57.0,57.0,-20.849999999999994,20.849999999999994,26.782273603082846
subject03,47,230.0,250.0,1.3146,78.87,0.95,57.0,84.0,-21.870000000000005,21.870000000000005,27.72917459109928
subject03,48,235.0,255.0,1.3262,79.57,0.95,57.0,57.0,-22.569999999999993,22.569999999999993,28.36496166897071
subject03,49,240.0,260.0,1.3282,79.69,1.4,84.0,57.0,4.310000000000002,4.310000000000002,5.408457773873764
subject03,50,245.0,265.0,1.3314,79.88,1.65,99.0,114.0,19.120000000000005,19.120000000000005,23.935903855783682
subject03,51,250.0,270.0,1.3272,79.63,1.65,99.0,99.0,19.370000000000005,19.370000000000005,24.325003139520287
subject03,52,255.0,275.0,1.3346,80.08,1.65,99.0,99.0,18.92,18.92,23.626373626373628
subject03,53,260.0,280.0,1.3361,80.16,1.05,63.0,63.0,-17.159999999999997,17.159999999999997,21.40718562874251
subject03,54,265.0,285.0,1.3267,79.6,1.05,63.0,63.0,-16.599999999999994,16.599999999999994,20.85427135678391
subject03,55,270.0,290.0,1.3237,79.42,1.05,63.0,63.0,-16.42,16.42,20.67489297406195
subject03,56,275.0,295.0,1.3194,79.16,1.3,78.0,96.0,-1.1599999999999966,1.1599999999999966,1.465386558868111
subject03,57,280.0,300.0,1.3167,79.0,1.3,78.0,78.0,-1.0,1.0,1.2658227848101267
subject03,58,285.0,305.0,1.3231,79.39,1.3,78.0,78.0,-1.3900000000000006,1.3900000000000006,1.7508502330268305
subject03,59,290.0,310.0,1.3184,79.1,1.3,78.0,78.0,-1.0999999999999943,1.0999999999999943,1.3906447534766049
subject03,60,295.0,315.0,1.3119,78.71,1.3,78.0,75.0,-0.7099999999999937,0.7099999999999937,0.902045483420142
subject03,61,300.0,320.0,1.3064,78.38,1.4,84.0,84.0,5.6200000000000045,5.6200000000000045,7.170196478693551
subject03,62,305.0,325.0,1.3023,78.14,1.45,87.0,87.0,8.86,8.86,11.338622984386996
subject03,63,310.0,330.0,1.2998,77.99,1.5,90.0,90.0,12.010000000000005,12.010000000000005,15.399410180792417
subject03,64,315.0,335.0,1.2967,77.8,1.5,90.0,90.0,12.200000000000003,12.200000000000003,15.681233933161959
subject03,65,320.0,340.0,1.2933,77.6,1.65,99.0,99.0,21.400000000000006,21.400000000000006,27.577319587628875
subject03,66,325.0,345.0,1.2914,77.48,1.65,99.0,102.0,21.519999999999996,21.519999999999996,27.77490965410428
subject03,67,330.0,350.0,1.2906,77.44,1.65,99.0,102.0,21.560000000000002,21.560000000000002,27.840909090909093
subject03,68,335.0,355.0,1.2998,77.99,1.6,96.0,93.0,18.010000000000005,18.010000000000005,23.092704192845247
subject03,69,340.0,360.0,1.3088,78.53,1.6,96.0,93.0,17.47,17.47,22.24627530879918
subject03,70,345.0,365.0,1.3104,78.62,1.55,93.0,96.0,14.379999999999995,14.379999999999995,18.29051132027473
subject03,71,350.0,370.0,1.3247,79.48,1.55,93.0,96.0,13.519999999999996,13.519999999999996,17.01056869652742
subject03,72,355.0,375.0,1.3265,79.59,1.2,72.0,72.0,-7.590000000000003,7.590000000000003,9.53637391632115
subject03,73,360.0,380.0,1.331,79.86,1.05,63.0,51.0,-16.86,16.86,21.111945905334334
subject03,74,365.0,385.0,1.3352,80.11,1.05,63.0,63.0,-17.11,17.11,21.358132567719384
subject03,75,370.0,390.0,1.3193,79.16,1.05,63.0,63.0,-16.159999999999997,16.159999999999997,20.414350682162706
subject03,76,375.0,395.0,1.3044,78.26,1.05,63.0,63.0,-15.260000000000005,15.260000000000005,19.49910554561718
subject03,77,380.0,400.0,1.2864,77.18,1.25,75.0,78.0,-2.180000000000007,2.180000000000007,2.8245659497279174
subject03,78,385.0,405.0,1.2824,76.95,1.3,78.0,75.0,1.0499999999999972,1.0499999999999972,1.3645224171539925
subject03,79,390.0,410.0,1.286,77.16,1.3,78.0,78.0,0.8400000000000034,0.8400000000000034,1.0886469673405956
subject03,80,395.0,415.0,1.2906,77.43,1.3,78.0,78.0,0.5699999999999932,0.5699999999999932,0.736148779542804
subject03,81,400.0,420.0,1.2977,77.86,1.3,78.0,78.0,0.14000000000000057,0.14000000000000057,0.17980991523246925
subject04,1,0.0,20.0,1.1682,70.09,1.0,60.0,96.0,-10.090000000000003,10.090000000000003,14.395776858325016
subject04,2,5.0,25.0,1.1763,70.58,1.5,90.0,99.0,19.42,19.42,27.514876735619158
subject04,3,10.0,30.0,1.2145,72.87,1.5,90.0,60.0,17.129999999999995,17.129999999999995,23.507616303005342
subject04,4,15.0,35.0,1.2463,74.78,1.5,90.0,90.0,15.219999999999999,15.219999999999999,20.35303557100829
subject04,5,20.0,40.0,1.2646,75.88,1.5,90.0,90.0,14.120000000000005,14.120000000000005,18.60832894043227
subject04,6,25.0,45.0,1.2741,76.45,1.5,90.0,93.0,13.549999999999997,13.549999999999997,17.724002616088942
subject04,7,30.0,50.0,1.2794,76.76,1.5,90.0,60.0,13.239999999999995,13.239999999999995,17.248566961959348
subject04,8,35.0,55.0,1.2702,76.21,1.0,60.0,60.0,-16.209999999999994,16.209999999999994,21.270174517779814
subject04,9,40.0,60.0,1.2637,75.82,1.0,60.0,90.0,-15.819999999999993,15.819999999999993,20.86520706937483
subject04,10,45.0,65.0,1.2485,74.91,1.0,60.0,54.0,-14.909999999999997,14.909999999999997,19.90388466159391
subject04,11,50.0,70.0,1.2255,73.53,1.05,63.0,57.0,-10.530000000000001,10.530000000000001,14.320685434516525
