subjek,jendela,t_mulai_s,t_selesai_s,ecg_hz,ecg_bpm,radar_hz,radar_bpm,radar_bpm_sebelum_medfilt,galat_bpm,galat_mutlak_bpm,galat_persen
subject04,12,55.0,75.0,1.2268,73.61,1.05,63.0,63.0,-10.61,10.61,14.41380247249015
subject04,13,60.0,80.0,1.2314,73.88,1.2,72.0,78.0,-1.8799999999999955,1.8799999999999955,2.544667027612338
subject04,14,65.0,85.0,1.2298,73.79,1.25,75.0,75.0,1.2099999999999937,1.2099999999999937,1.6397885892397257
subject04,15,70.0,90.0,1.2273,73.64,1.25,75.0,72.0,1.3599999999999994,1.3599999999999994,1.8468223791417702
subject04,16,75.0,95.0,1.2073,72.44,1.25,75.0,75.0,2.5600000000000023,2.5600000000000023,3.533959138597463
subject04,17,80.0,100.0,1.1889,71.34,1.25,75.0,75.0,3.6599999999999966,3.6599999999999966,5.130361648444066
subject04,18,85.0,105.0,1.1916,71.5,1.25,75.0,87.0,3.5,3.5,4.895104895104895
subject04,19,90.0,110.0,1.2144,72.86,1.25,75.0,117.0,2.1400000000000006,2.1400000000000006,2.937139720010981
subject04,20,95.0,115.0,1.2356,74.14,0.9,54.0,54.0,-20.14,20.14,27.16482330725654
subject04,21,100.0,120.0,1.2493,74.96,0.9,54.0,54.0,-20.959999999999994,20.959999999999994,27.9615795090715
subject04,22,105.0,125.0,1.2657,75.94,0.85,51.0,51.0,-24.939999999999998,24.939999999999998,32.841717145114565
subject04,23,110.0,130.0,1.2556,75.34,0.85,51.0,51.0,-24.340000000000003,24.340000000000003,32.30687549774356
subject04,24,115.0,135.0,1.2638,75.83,0.85,51.0,51.0,-24.83,24.83,32.74429645259132
subject04,25,120.0,140.0,1.2625,75.75,0.85,51.0,51.0,-24.75,24.75,32.67326732673268
subject04,26,125.0,145.0,1.2777,76.66,0.9,54.0,54.0,-22.659999999999997,22.659999999999997,29.55909209496478
subject04,27,130.0,150.0,1.2878,77.27,0.9,54.0,54.0,-23.269999999999996,23.269999999999996,30.115180535783615
subject04,28,135.0,155.0,1.2918,77.51,0.9,54.0,69.0,-23.510000000000005,23.510000000000005,30.331570119984523
subject04,29,140.0,160.0,1.289,77.34,0.9,54.0,51.0,-23.340000000000003,23.340000000000003,30.17843289371606
subject04,30,145.0,165.0,1.2802,76.81,0.9,54.0,54.0,-22.810000000000002,22.810000000000002,29.69665408149981
subject04,31,150.0,170.0,1.2662,75.97,0.9,54.0,54.0,-21.97,21.97,28.919310254047648
subject04,32,155.0,175.0,1.2419,74.51,0.9,54.0,54.0,-20.510000000000005,20.510000000000005,27.5265065091934
subject04,33,160.0,180.0,1.2413,74.48,0.95,57.0,69.0,-17.480000000000004,17.480000000000004,23.469387755102044
subject04,34,165.0,185.0,1.2264,73.58,1.1,66.0,75.0,-7.579999999999998,7.579999999999998,10.301712421853763
subject04,35,170.0,190.0,1.2327,73.96,1.1,66.0,57.0,-7.959999999999994,7.959999999999994,10.762574364521356
subject04,36,175.0,195.0,1.2536,75.22,1.1,66.0,66.0,-9.219999999999999,9.219999999999999,12.257378356819993
subject04,37,180.0,200.0,1.2556,75.34,1.1,66.0,51.0,-9.340000000000003,9.340000000000003,12.39713299707991
subject04,38,185.0,205.0,1.2603,75.62,1.25,75.0,99.0,-0.6200000000000045,0.6200000000000045,0.8198889182755945
subject04,39,190.0,210.0,1.2471,74.83,1.3,78.0,78.0,3.1700000000000017,3.1700000000000017,4.2362688761192056
subject04,40,195.0,215.0,1.2511,75.06,1.6,96.0,75.0,20.939999999999998,20.939999999999998,27.89768185451638
subject04,41,200.0,220.0,1.2577,75.46,1.3,78.0,108.0,2.5400000000000063,2.5400000000000063,3.366021733368681
subject04,42,205.0,225.0,1.2636,75.81,1.25,75.0,96.0,-0.8100000000000023,0.8100000000000023,1.0684606252473317
subject04,43,210.0,230.0,1.275,76.5,1.2,72.0,72.0,-4.5,4.5,5.88235294117647
subject04,44,215.0,235.0,1.2733,76.4,1.05,63.0,63.0,-13.400000000000006,13.400000000000006,17.539267015706812
subject04,45,220.0,240.0,1.2512,75.07,1.0,60.0,57.0,-15.069999999999993,15.069999999999993,20.074597042760082
subject04,46,225.0,245.0,1.2528,75.17,0.95,57.0,60.0,-18.17,18.17,24.171877078621794
subject04,47,230.0,250.0,1.2461,74.77,0.95,57.0,57.0,-17.769999999999996,17.769999999999996,23.766216396950647
subject04,48,235.0,255.0,1.2398,74.39,1.0,60.0,54.0,-14.39,14.39,19.343997849173277
subject04,49,240.0,260.0,1.2722,76.33,1.35,81.0,81.0,4.670000000000002,4.670000000000002,6.1181710991746385
subject04,50,245.0,265.0,1.2872,77.23,1.35,81.0,84.0,3.769999999999996,3.769999999999996,4.881522724329918
subject04,51,250.0,270.0,1.2931,77.58,1.35,81.0,87.0,3.4200000000000017,3.4200000000000017,4.4083526682134595
subject04,52,255.0,275.0,1.3089,78.53,0.9,54.0,54.0,-24.53,24.53,31.23647013880046
subject04,53,260.0,280.0,1.2938,77.63,0.9,54.0,54.0,-23.629999999999995,23.629999999999995,30.43926317145433
subject04,54,265.0,285.0,1.2831,76.98,0.9,54.0,54.0,-22.980000000000004,22.980000000000004,29.851909586905695
subject04,55,270.0,290.0,1.2864,77.18,0.85,51.0,51.0,-26.180000000000007,26.180000000000007,33.92070484581499
subject04,56,275.0,295.0,1.2719,76.31,0.85,51.0,51.0,-25.310000000000002,25.310000000000002,33.16734372952431
subject04,57,280.0,300.0,1.2735,76.41,0.85,51.0,51.0,-25.409999999999997,25.409999999999997,33.254809579897916
subject04,58,285.0,305.0,1.273,76.38,0.85,51.0,51.0,-25.379999999999995,25.379999999999995,33.228593872741556
subject04,59,290.0,310.0,1.2812,76.87,0.95,57.0,78.0,-19.870000000000005,19.870000000000005,25.84883569663068
subject04,60,295.0,315.0,1.283,76.98,0.95,57.0,57.0,-19.980000000000004,19.980000000000004,25.9547934528449
subject04,61,300.0,320.0,1.285,77.1,0.95,57.0,57.0,-20.099999999999994,20.099999999999994,26.070038910505833
subject04,62,305.0,325.0,1.2853,77.12,0.95,57.0,54.0,-20.120000000000005,20.120000000000005,26.089211618257263
subject04,63,310.0,330.0,1.2828,76.97,0.95,57.0,57.0,-19.97,19.97,25.94517344419904
subject04,64,315.0,335.0,1.2896,77.37,0.95,57.0,66.0,-20.370000000000005,20.370000000000005,26.32803412175262
subject04,65,320.0,340.0,1.2841,77.05,1.1,66.0,69.0,-11.049999999999997,11.049999999999997,14.34133679428942
subject04,66,325.0,345.0,1.2877,77.26,1.15,69.0,57.0,-8.260000000000005,8.260000000000005,10.691172663732857
subject04,67,330.0,350.0,1.2955,77.73,1.15,69.0,75.0,-8.730000000000004,8.730000000000004,11.231184870706295
subject04,68,335.0,355.0,1.2988,77.93,1.0,60.0,78.0,-17.930000000000007,17.930000000000007,23.00782753753369
subject04,69,340.0,360.0,1.3112,78.67,1.25,75.0,60.0,-3.6700000000000017,3.6700000000000017,4.665056565399774
subject04,70,345.0,365.0,1.3048,78.29,1.0,60.0,60.0,-18.290000000000006,18.290000000000006,23.361859752203355
subject04,71,350.0,370.0,1.3032,78.19,1.0,60.0,78.0,-18.189999999999998,18.189999999999998,23.26384448139148
subject04,72,355.0,375.0,1.2928,77.57,1.0,60.0,60.0,-17.569999999999993,17.569999999999993,22.650509217480977
subject04,73,360.0,380.0,1.2821,76.92,1.0,60.0,57.0,-16.92,16.92,21.99687987519501
subject04,74,365.0,385.0,1.2566,75.4,1.0,60.0,60.0,-15.400000000000006,15.400000000000006,20.42440318302388
subject04,75,370.0,390.0,1.2482,74.89,1.0,60.0,60.0,-14.89,14.89,19.88249432501002
subject04,76,375.0,395.0,1.2202,73.21,1.0,60.0,69.0,-13.209999999999994,13.209999999999994,18.04398306242316
subject04,77,380.0,400.0,1.2239,73.43,1.0,60.0,57.0,-13.430000000000007,13.430000000000007,18.289527441100375
subject04,78,385.0,405.0,1.2296,73.78,1.05,63.0,60.0,-10.780000000000001,10.780000000000001,14.61100569259962
subject04,79,390.0,410.0,1.228,73.68,1.0,60.0,63.0,-13.680000000000007,13.680000000000007,18.566775244299684
subject04,80,395.0,415.0,1.2477,74.86,1.0,60.0,63.0,-14.86,14.86,19.85038738979428
subject04,81,400.0,420.0,1.2505,75.03,1.0,60.0,60.0,-15.030000000000001,15.030000000000001,20.031987205117954
subject05,1,0.0,20.0,1.1176,67.06,1.05,63.0,87.0,-4.060000000000002,4.060000000000002,6.0542797494780825
subject05,2,5.0,25.0,1.1283,67.7,1.05,63.0,63.0,-4.700000000000003,4.700000000000003,6.942392909896607
subject05,3,10.0,30.0,1.1248,67.49,1.05,63.0,63.0,-4.489999999999995,4.489999999999995,6.652837457401089
subject05,4,15.0,35.0,1.1383,68.3,1.05,63.0,63.0,-5.299999999999997,5.299999999999997,7.759882869692529
subject05,5,20.0,40.0,1.1506,69.04,1.05,63.0,84.0,-6.040000000000006,6.040000000000006,8.748551564310553
subject05,6,25.0,45.0,1.1216,67.3,1.05,63.0,87.0,-4.299999999999997,4.299999999999997,6.389301634472508
subject05,7,30.0,50.0,1.1188,67.13,1.4,84.0,63.0,16.870000000000005,16.870000000000005,25.130344108446305
subject05,8,35.0,55.0,1.1384,68.3,1.15,69.0,63.0,0.7000000000000028,0.7000000000000028,1.0248901903367538
subject05,9,40.0,60.0,1.1395,68.37,1.15,69.0,90.0,0.6299999999999955,0.6299999999999955,0.9214567792891553
subject05,10,45.0,65.0,1.1435,68.61,1.15,69.0,69.0,0.39000000000000057,0.39000000000000057,0.5684302579798872
subject05,11,50.0,70.0,1.1483,68.9,1.15,69.0,69.0,0.09999999999999432,0.09999999999999432,0.14513788098692934
subject05,12,55.0,75.0,1.1357,68.14,1.15,69.0,66.0,0.8599999999999994,0.8599999999999994,1.262107425887877
subject05,13,60.0,80.0,1.1381,68.29,1.15,69.0,66.0,0.7099999999999937,0.7099999999999937,1.0396837018597067
subject05,14,65.0,85.0,1.1389,68.33,1.15,69.0,69.0,0.6700000000000017,0.6700000000000017,0.9805356358846798
subject05,15,70.0,90.0,1.1342,68.05,1.15,69.0,93.0,0.9500000000000028,0.9500000000000028,1.3960323291697325
subject05,16,75.0,95.0,1.1239,67.44,1.15,69.0,96.0,1.5600000000000023,1.5600000000000023,2.3131672597864803
subject05,17,80.0,100.0,1.1155,66.93,1.1,66.0,66.0,-0.9300000000000068,0.9300000000000068,1.3895114298520943
subject05,18,85.0,105.0,1.0989,65.93,1.1,66.0,66.0,0.06999999999999318,0.06999999999999318,0.1061732140148539
subject05,19,90.0,110.0,1.0941,65.65,1.1,66.0,51.0,0.3499999999999943,0.3499999999999943,0.5331302361005245
subject05,20,95.0,115.0,1.1095,66.57,1.15,69.0,72.0,2.430000000000007,2.430000000000007,3.6502929247408846
