subjek,jendela,t_mulai_s,t_selesai_s,ecg_hz,ecg_bpm,radar_hz,radar_bpm,radar_bpm_sebelum_medfilt,galat_bpm,galat_mutlak_bpm,galat_persen
subject06,29,280.0,320.0,1.3536,81.22,1.25,75.0,85.5,-6.219999999999999,6.219999999999999,7.65821226298941
subject06,30,290.0,330.0,1.3639,81.83,1.25,75.0,60.0,-6.829999999999998,6.829999999999998,8.34657216179885
subject06,31,300.0,340.0,1.3786,82.72,1.0,60.0,60.0,-22.72,22.72,27.466150870406185
subject06,32,310.0,350.0,1.3743,82.46,1.0,60.0,60.0,-22.459999999999994,22.459999999999994,27.23744845985932
subject06,33,320.0,360.0,1.3196,79.18,1.0,60.0,60.0,-19.180000000000007,19.180000000000007,24.223288709270026
subject06,34,330.0,370.0,1.308,78.48,1.0,60.0,78.0,-18.480000000000004,18.480000000000004,23.5474006116208
subject06,35,340.0,380.0,1.2875,77.25,1.0,60.0,51.0,-17.25,17.25,22.330097087378643
subject06,36,350.0,390.0,1.3058,78.35,1.225,73.5,81.0,-4.849999999999994,4.849999999999994,6.1901723037651495
subject06,37,360.0,400.0,1.3171,79.03,1.25,75.0,81.0,-4.030000000000001,4.030000000000001,5.099329368594206
subject06,38,370.0,410.0,1.3647,81.88,1.25,75.0,85.5,-6.8799999999999955,6.8799999999999955,8.402540302882262
subject06,39,380.0,420.0,1.375,82.5,1.225,73.5,54.0,-9.0,9.0,10.909090909090908
subject06,40,390.0,430.0,1.3631,81.79,1.225,73.5,73.5,-8.290000000000006,8.290000000000006,10.13571341239761
subject06,41,400.0,440.0,1.3529,81.17,1.075,64.5,75.0,-16.67,16.67,20.537144265122585
subject06,42,410.0,450.0,1.3482,80.89,0.9,54.0,64.5,-26.89,26.89,33.2426752379775
subject07,1,0.0,40.0,1.0862,65.17,1.075,64.5,66.0,-0.6700000000000017,0.6700000000000017,1.0280804050943713
subject07,2,10.0,50.0,1.0985,65.91,1.1,66.0,66.0,0.09000000000000341,0.09000000000000341,0.13654984069185772
subject07,3,20.0,60.0,1.1096,66.58,1.1,66.0,66.0,-0.5799999999999983,0.5799999999999983,0.8711324722138755
subject07,4,30.0,70.0,1.1059,66.35,1.1,66.0,66.0,-0.3499999999999943,0.3499999999999943,0.5275056518462612
subject07,5,40.0,80.0,1.1109,66.66,1.1,66.0,64.5,-0.6599999999999966,0.6599999999999966,0.9900990099009851
subject07,6,50.0,90.0,1.1172,67.03,1.1,66.0,66.0,-1.0300000000000011,1.0300000000000011,1.536625391615696
subject07,7,60.0,100.0,1.1049,66.29,1.1,66.0,67.5,-0.29000000000000625,0.29000000000000625,0.4374717151908376
subject07,8,70.0,110.0,1.1019,66.11,1.1,66.0,66.0,-0.10999999999999943,0.10999999999999943,0.1663893510815299
subject07,9,80.0,120.0,1.1004,66.02,1.1,66.0,66.0,-0.01999999999999602,0.01999999999999602,0.030293850348373258
subject07,10,90.0,130.0,1.0984,65.91,1.1,66.0,69.0,0.09000000000000341,0.09000000000000341,0.13654984069185772
subject07,11,100.0,140.0,1.1211,67.27,1.125,67.5,64.5,0.23000000000000398,0.23000000000000398,0.3419057529359358
subject07,12,110.0,150.0,1.1332,67.99,1.15,69.0,63.0,1.0100000000000051,1.0100000000000051,1.4855125753787397
subject07,13,120.0,160.0,1.1551,69.31,1.15,69.0,69.0,-0.3100000000000023,0.3100000000000023,0.44726590679555944
subject07,14,130.0,170.0,1.1672,70.03,1.15,69.0,79.5,-1.0300000000000011,1.0300000000000011,1.4707982293302886
subject07,15,140.0,180.0,1.1557,69.34,1.15,69.0,90.0,-0.3400000000000034,0.3400000000000034,0.4903374675512019
subject07,16,150.0,190.0,1.1633,69.8,1.15,69.0,91.5,-0.7999999999999972,0.7999999999999972,1.146131805157589
subject07,17,160.0,200.0,1.1381,68.29,1.325,79.5,93.0,11.209999999999994,11.209999999999994,16.415287743447056
subject07,18,170.0,210.0,1.1118,66.71,1.325,79.5,64.5,12.790000000000006,12.790000000000006,19.172537850397255
subject07,19,180.0,220.0,1.102,66.12,1.1,66.0,64.5,-0.12000000000000455,0.12000000000000455,0.18148820326679452
subject07,20,190.0,230.0,1.0907,65.44,1.1,66.0,64.5,0.5600000000000023,0.5600000000000023,0.855745721271397
subject07,21,200.0,240.0,1.0961,65.77,1.075,64.5,103.5,-1.269999999999996,1.269999999999996,1.930971567583999
subject07,22,210.0,250.0,1.1016,66.1,1.075,64.5,66.0,-1.5999999999999943,1.5999999999999943,2.420574886535544
subject07,23,220.0,260.0,1.0896,65.37,1.075,64.5,66.0,-0.8700000000000045,0.8700000000000045,1.3308857273978958
subject07,24,230.0,270.0,1.0825,64.95,1.075,64.5,54.0,-0.45000000000000284,0.45000000000000284,0.6928406466512745
subject07,25,240.0,280.0,1.082,64.92,1.05,63.0,52.5,-1.9200000000000017,1.9200000000000017,2.957486136783736
subject07,26,250.0,290.0,1.0823,64.94,1.05,63.0,58.5,-1.9399999999999977,1.9399999999999977,2.9873729596550627
subject07,27,260.0,300.0,1.0801,64.8,1.05,63.0,64.5,-1.7999999999999972,1.7999999999999972,2.7777777777777732
subject07,28,270.0,310.0,1.0705,64.23,1.05,63.0,63.0,-1.230000000000004,1.230000000000004,1.914992993928077
subject07,29,280.0,320.0,1.0492,62.95,1.05,63.0,63.0,0.04999999999999716,0.04999999999999716,0.07942811755360947
subject07,30,290.0,330.0,1.0452,62.71,1.05,63.0,61.5,0.28999999999999915,0.28999999999999915,0.4624461808324018
subject07,31,300.0,340.0,1.0512,63.07,1.05,63.0,63.0,-0.07000000000000028,0.07000000000000028,0.11098779134295274
subject07,32,310.0,350.0,1.0564,63.38,1.05,63.0,64.5,-0.38000000000000256,0.38000000000000256,0.5995582202587607
subject07,33,320.0,360.0,1.0564,63.38,1.05,63.0,66.0,-0.38000000000000256,0.38000000000000256,0.5995582202587607
subject07,34,330.0,370.0,1.048,62.88,1.05,63.0,63.0,0.11999999999999744,0.11999999999999744,0.19083969465648445
subject07,35,340.0,380.0,1.0401,62.41,1.05,63.0,61.5,0.5900000000000034,0.5900000000000034,0.9453613203012393
subject07,36,350.0,390.0,1.0369,62.21,1.05,63.0,61.5,0.7899999999999991,0.7899999999999991,1.2698923002732665
subject07,37,360.0,400.0,1.0467,62.8,1.05,63.0,63.0,0.20000000000000284,0.20000000000000284,0.31847133757962237
subject07,38,370.0,410.0,1.0473,62.84,1.025,61.5,63.0,-1.3400000000000034,1.3400000000000034,2.1323997453851105
subject07,39,380.0,420.0,1.0468,62.81,1.025,61.5,63.0,-1.3100000000000023,1.3100000000000023,2.085655150453753
subject07,40,390.0,430.0,1.0534,63.2,1.025,61.5,61.5,-1.7000000000000028,1.7000000000000028,2.689873417721523
subject08,1,0.0,40.0,1.2124,72.75,1.125,67.5,70.5,-5.25,5.25,7.216494845360824
subject08,2,10.0,50.0,1.1984,71.9,1.175,70.5,73.5,-1.4000000000000057,1.4000000000000057,1.9471488178025111
subject08,3,20.0,60.0,1.2186,73.12,1.2,72.0,72.0,-1.1200000000000045,1.1200000000000045,1.5317286652078836
subject08,4,30.0,70.0,1.2255,73.53,1.225,73.5,67.5,-0.030000000000001137,0.030000000000001137,0.040799673602612725
subject08,5,40.0,80.0,1.2326,73.96,1.225,73.5,103.5,-0.45999999999999375,0.45999999999999375,0.6219578150351458
subject08,6,50.0,90.0,1.2414,74.49,1.225,73.5,75.0,-0.9899999999999949,0.9899999999999949,1.3290374546918982
subject08,7,60.0,100.0,1.2315,73.89,1.225,73.5,73.5,-0.39000000000000057,0.39000000000000057,0.5278116118554615
subject08,8,70.0,110.0,1.25,75.0,1.225,73.5,73.5,-1.5,1.5,2.0
subject08,9,80.0,120.0,1.2652,75.91,1.25,75.0,99.0,-0.9099999999999966,0.9099999999999966,1.1987880384666008
subject08,10,90.0,130.0,1.2619,75.71,1.25,75.0,76.5,-0.7099999999999937,0.7099999999999937,0.9377889314489417
subject08,11,100.0,140.0,1.2754,76.53,1.25,75.0,67.5,-1.5300000000000011,1.5300000000000011,1.9992159937279514
subject08,12,110.0,150.0,1.2634,75.8,1.25,75.0,69.0,-0.7999999999999972,0.7999999999999972,1.0554089709762495
subject08,13,120.0,160.0,1.2617,75.7,1.25,75.0,75.0,-0.7000000000000028,0.7000000000000028,0.924702774108326
subject08,14,130.0,170.0,1.2869,77.21,1.25,75.0,76.5,-2.2099999999999937,2.2099999999999937,2.8623235332210775
subject08,15,140.0,180.0,1.2979,77.87,1.2,72.0,76.5,-5.8700000000000045,5.8700000000000045,7.538204700141267
subject08,16,150.0,190.0,1.3057,78.34,1.2,72.0,63.0,-6.340000000000003,6.340000000000003,8.092928261424563
subject08,17,160.0,200.0,1.3117,78.7,1.2,72.0,63.0,-6.700000000000003,6.700000000000003,8.513341804320207
subject08,18,170.0,210.0,1.2716,76.3,1.2,72.0,78.0,-4.299999999999997,4.299999999999997,5.635648754914806
subject08,19,180.0,220.0,1.2492,74.95,1.2,72.0,72.0,-2.950000000000003,2.950000000000003,3.935957304869917
subject08,20,190.0,230.0,1.2192,73.15,1.2,72.0,72.0,-1.1500000000000057,1.1500000000000057,1.5721120984278956
subject08,21,200.0,240.0,1.1895,71.37,1.2,72.0,70.5,0.6299999999999955,0.6299999999999955,0.8827238335434991
subject08,22,210.0,250.0,1.2058,72.35,1.2,72.0,72.0,-0.3499999999999943,0.3499999999999943,0.4837595024187897
subject08,23,220.0,260.0,1.206,72.36,1.2,72.0,72.0,-0.35999999999999943,0.35999999999999943,0.4975124378109445
subject08,24,230.0,270.0,1.2096,72.57,1.225,73.5,73.5,0.9300000000000068,0.9300000000000068,1.2815212897891786
subject08,25,240.0,280.0,1.2099,72.59,1.225,73.5,73.5,0.9099999999999966,0.9099999999999966,1.2536162005785874
subject08,26,250.0,290.0,1.2084,72.5,1.225,73.5,75.0,1.0,1.0,1.3793103448275863
subject08,27,260.0,300.0,1.2116,72.7,1.25,75.0,75.0,2.299999999999997,2.299999999999997,3.1636863823933936
subject08,28,270.0,310.0,1.2262,73.57,1.25,75.0,73.5,1.4300000000000068,1.4300000000000068,1.9437270626614205
subject08,29,280.0,320.0,1.2392,74.35,1.25,75.0,75.0,0.6500000000000057,0.6500000000000057,0.8742434431741839
subject08,30,290.0,330.0,1.2588,75.53,1.25,75.0,75.0,-0.5300000000000011,0.5300000000000011,0.7017079306235948
subject08,31,300.0,340.0,1.2738,76.43,1.25,75.0,75.0,-1.4300000000000068,1.4300000000000068,1.8709930655501854
subject08,32,310.0,350.0,1.2846,77.08,1.25,75.0,78.0,-2.0799999999999983,2.0799999999999983,2.6984950700570813
subject08,33,320.0,360.0,1.2905,77.43,1.275,76.5,78.0,-0.9300000000000068,0.9300000000000068,1.2010848508330192
subject08,34,330.0,370.0,1.2939,77.64,1.275,76.5,76.5,-1.1400000000000006,1.1400000000000006,1.4683153013910364
subject08,35,340.0,380.0,1.3033,78.2,1.275,76.5,82.5,-1.7000000000000028,1.7000000000000028,2.1739130434782643
subject08,36,350.0,390.0,1.3081,78.49,1.275,76.5,70.5,-1.9899999999999949,1.9899999999999949,2.535354822270347
subject08,37,360.0,400.0,1.3009,78.06,1.25,75.0,79.5,-3.0600000000000023,3.0600000000000023,3.9200614911606486
subject08,38,370.0,410.0,1.2871,77.22,1.25,75.0,75.0,-2.219999999999999,2.219999999999999,2.8749028749028733
subject08,39,380.0,420.0,1.275,76.5,1.175,70.5,75.0,-6.0,6.0,7.8431372549019605
subject09,1,0.0,40.0,1.4246,85.48,1.225,73.5,73.5,-11.980000000000004,11.980000000000004,14.014974262985497
subject09,2,10.0,50.0,1.3915,83.49,1.375,82.5,82.5,-0.9899999999999949,0.9899999999999949,1.1857707509881363
subject09,3,20.0,60.0,1.3763,82.58,1.375,82.5,82.5,-0.0799999999999983,0.0799999999999983,0.09687575684184827
subject09,4,30.0,70.0,1.3786,82.72,1.375,82.5,82.5,-0.21999999999999886,0.21999999999999886,0.2659574468085093
subject09,5,40.0,80.0,1.3747,82.48,1.375,82.5,82.5,0.01999999999999602,0.01999999999999602,0.02424830261881186
subject09,6,50.0,90.0,1.3837,83.02,1.375,82.5,82.5,-0.519999999999996,0.519999999999996,0.6263550951577885
subject09,7,60.0,100.0,1.3806,82.83,1.375,82.5,82.5,-0.3299999999999983,0.3299999999999983,0.39840637450198996
subject09,8,70.0,110.0,1.3807,82.84,1.375,82.5,84.0,-0.3400000000000034,0.3400000000000034,0.4104297440849872
subject09,9,80.0,120.0,1.3866,83.2,1.375,82.5,70.5,-0.7000000000000028,0.7000000000000028,0.8413461538461573
subject09,10,90.0,130.0,1.3836,83.02,1.375,82.5,72.0,-0.519999999999996,0.519999999999996,0.6263550951577885
subject09,11,100.0,140.0,1.387,83.22,1.375,82.5,73.5,-0.7199999999999989,0.7199999999999989,0.8651766402307124
subject09,12,110.0,150.0,1.3903,83.42,1.375,82.5,84.0,-0.9200000000000017,0.9200000000000017,1.1028530328458424
subject09,13,120.0,160.0,1.3956,83.73,1.375,82.5,84.0,-1.230000000000004,1.230000000000004,1.4690075241848848
subject09,14,130.0,170.0,1.3923,83.54,1.375,82.5,82.5,-1.0400000000000063,1.0400000000000063,1.244912616710565
subject09,15,140.0,180.0,1.3891,83.34,1.375,82.5,84.0,-0.8400000000000034,0.8400000000000034,1.007919366450688
subject09,16,150.0,190.0,1.3837,83.02,1.4,84.0,82.5,0.980000000000004,0.980000000000004,1.1804384485666153
subject09,17,160.0,200.0,1.3813,82.88,1.4,84.0,82.5,1.1200000000000045,1.1200000000000045,1.351351351351357
subject09,18,170.0,210.0,1.3942,83.65,1.4,84.0,82.5,0.3499999999999943,0.3499999999999943,0.4184100418409974
subject09,19,180.0,220.0,1.4176,85.06,1.425,85.5,85.5,0.4399999999999977,0.4399999999999977,0.5172819186456592
subject09,20,190.0,230.0,1.4423,86.54,1.425,85.5,87.0,-1.0400000000000063,1.0400000000000063,1.2017564132193277
subject09,21,200.0,240.0,1.4512,87.07,1.45,87.0,87.0,-0.06999999999999318,0.06999999999999318,0.08039508441483081
subject09,22,210.0,250.0,1.4369,86.21,1.45,87.0,87.0,0.7900000000000063,0.7900000000000063,0.916367010787619
subject09,23,220.0,260.0,1.4148,84.89,1.45,87.0,93.0,2.1099999999999994,2.1099999999999994,2.485569560607845
subject09,24,230.0,270.0,1.4096,84.57,1.45,87.0,79.5,2.430000000000007,2.430000000000007,2.87335934728628
subject09,25,240.0,280.0,1.411,84.66,1.45,87.0,87.0,2.3400000000000034,2.3400000000000034,2.7639971651311166
subject09,26,250.0,290.0,1.431,85.86,1.45,87.0,87.0,1.1400000000000006,1.1400000000000006,1.3277428371768
subject09,27,260.0,300.0,1.4418,86.51,1.45,87.0,91.5,0.4899999999999949,0.4899999999999949,0.5664085076869666
subject09,28,270.0,310.0,1.4372,86.23,1.425,85.5,84.0,-0.730000000000004,0.730000000000004,0.8465731184042723
subject09,29,280.0,320.0,1.4414,86.48,1.425,85.5,85.5,-0.980000000000004,0.980000000000004,1.1332099907493107
subject09,30,290.0,330.0,1.4332,85.99,1.425,85.5,72.0,-0.4899999999999949,0.4899999999999949,0.5698337015932026
subject09,31,300.0,340.0,1.4306,85.84,1.425,85.5,91.5,-0.3400000000000034,0.3400000000000034,0.39608574091333104
subject09,32,310.0,350.0,1.4298,85.79,1.425,85.5,85.5,-0.29000000000000625,0.29000000000000625,0.3380347359832221
subject09,33,320.0,360.0,1.4277,85.66,1.425,85.5,84.0,-0.1599999999999966,0.1599999999999966,0.18678496381040927
subject09,34,330.0,370.0,1.4289,85.73,1.4,84.0,85.5,-1.730000000000004,1.730000000000004,2.0179633733815514
subject09,35,340.0,380.0,1.4127,84.76,1.4,84.0,87.0,-0.7600000000000051,0.7600000000000051,0.8966493629070377
subject09,36,350.0,390.0,1.4057,84.34,1.4,84.0,81.0,-0.3400000000000034,0.3400000000000034,0.4031301873369734
subject09,37,360.0,400.0,1.3932,83.59,1.4,84.0,82.5,0.4099999999999966,0.4099999999999966,0.49048929297762484
subject09,38,370.0,410.0,1.3792,82.75,1.375,82.5,84.0,-0.25,0.25,0.3021148036253776
subject09,39,380.0,420.0,1.3902,83.41,1.375,82.5,82.5,-0.9099999999999966,0.9099999999999966,1.0909962834192501
subject09,40,390.0,430.0,1.3903,83.42,1.35,81.0,84.0,-2.4200000000000017,2.4200000000000017,2.9009829777031904
subject10,1,0.0,40.0,1.0386,62.32,0.825,49.5,49.5,-12.82,12.82,20.57124518613607
subject10,2,10.0,50.0,1.0568,63.41,1.025,61.5,90.0,-1.9099999999999966,1.9099999999999966,3.012143195079635
subject10,3,20.0,60.0,1.0809,64.85,1.05,63.0,91.5,-1.8499999999999943,1.8499999999999943,2.852737085582104
subject10,4,30.0,70.0,1.0706,64.24,1.05,63.0,67.5,-1.2399999999999949,1.2399999999999949,1.9302615193026074
subject10,5,40.0,80.0,1.0615,63.69,1.05,63.0,67.5,-0.6899999999999977,0.6899999999999977,1.083372585963256
subject10,6,50.0,90.0,1.0262,61.57,1.05,63.0,61.5,1.4299999999999997,1.4299999999999997,2.3225596881598176
subject10,7,60.0,100.0,1.0019,60.11,1.025,61.5,63.0,1.3900000000000006,1.3900000000000006,2.312427216769257
subject10,8,70.0,110.0,0.9953,59.72,1.0,60.0,58.5,0.28000000000000114,0.28000000000000114,0.4688546550569343
subject10,9,80.0,120.0,0.984,59.04,1.0,60.0,60.0,0.9600000000000009,0.9600000000000009,1.6260162601626031
subject10,10,90.0,130.0,0.9809,58.86,1.0,60.0,60.0,1.1400000000000006,1.1400000000000006,1.9367991845056074
subject10,11,100.0,140.0,0.9739,58.44,1.0,60.0,57.0,1.5600000000000023,1.5600000000000023,2.6694045174538026
subject10,12,110.0,150.0,0.9774,58.64,1.0,60.0,57.0,1.3599999999999994,1.3599999999999994,2.319236016371077
subject10,13,120.0,160.0,0.9811,58.87,1.0,60.0,64.5,1.1300000000000026,1.1300000000000026,1.9194836079497242
subject10,14,130.0,170.0,0.9821,58.93,1.0,60.0,88.5,1.0700000000000003,1.0700000000000003,1.8157135584591892
subject10,15,140.0,180.0,0.9852,59.11,0.975,58.5,90.0,-0.6099999999999994,0.6099999999999994,1.0319742852309244
subject10,16,150.0,190.0,0.986,59.16,1.05,63.0,94.5,3.8400000000000034,3.8400000000000034,6.490872210953352
subject10,17,160.0,200.0,0.9996,59.98,1.05,63.0,55.5,3.020000000000003,3.020000000000003,5.035011670556858
subject10,18,170.0,210.0,1.0241,61.44,1.025,61.5,58.5,0.060000000000002274,0.060000000000002274,0.0976562500000037
subject10,19,180.0,220.0,1.0328,61.97,1.025,61.5,55.5,-0.46999999999999886,0.46999999999999886,0.758431499112472
subject10,20,190.0,230.0,1.034,62.04,1.025,61.5,63.0,-0.5399999999999991,0.5399999999999991,0.8704061895551243
subject10,21,200.0,240.0,1.0244,61.46,1.025,61.5,61.5,0.03999999999999915,0.03999999999999915,0.06508298080051927
subject10,22,210.0,250.0,1.021,61.26,1.025,61.5,61.5,0.240000000000002,0.240000000000002,0.39177277179236364
subject10,23,220.0,260.0,1.0176,61.06,1.05,63.0,61.5,1.9399999999999977,1.9399999999999977,3.1772027513920693
subject10,24,230.0,270.0,1.006,60.36,1.05,63.0,94.5,2.6400000000000006,2.6400000000000006,4.37375745526839
subject10,25,240.0,280.0,1.0175,61.05,1.1,66.0,94.5,4.950000000000003,4.950000000000003,8.108108108108112
subject10,26,250.0,290.0,1.0336,62.01,1.45,87.0,93.0,24.990000000000002,24.990000000000002,40.299951620706345
subject10,27,260.0,300.0,1.0337,62.02,1.45,87.0,66.0,24.979999999999997,24.979999999999997,40.27732989358271
subject10,28,270.0,310.0,1.0347,62.08,1.45,87.0,61.5,24.92,24.92,40.141752577319586
subject10,29,280.0,320.0,1.0319,61.91,1.1,66.0,87.0,4.090000000000003,4.090000000000003,6.606364076885808
subject10,30,290.0,330.0,1.0166,60.99,1.05,63.0,87.0,2.009999999999998,2.009999999999998,3.2956222331529728
subject10,31,300.0,340.0,1.0055,60.33,1.025,61.5,63.0,1.1700000000000017,1.1700000000000017,1.9393336648433643
subject10,32,310.0,350.0,1.01,60.6,1.025,61.5,61.5,0.8999999999999986,0.8999999999999986,1.485148514851483
subject10,33,320.0,360.0,0.9977,59.86,1.05,63.0,58.5,3.1400000000000006,3.1400000000000006,5.2455730036752435
subject10,34,330.0,370.0,0.9976,59.86,1.05,63.0,58.5,3.1400000000000006,3.1400000000000006,5.2455730036752435
subject10,35,340.0,380.0,1.0192,61.15,1.025,61.5,60.0,0.3500000000000014,0.3500000000000014,0.5723630417007383
subject10,36,350.0,390.0,1.0479,62.87,1.0,60.0,63.0,-2.8699999999999974,2.8699999999999974,4.564975345951961
subject10,37,360.0,400.0,1.0794,64.76,0.975,58.5,75.0,-6.260000000000005,6.260000000000005,9.666460778258191
subject10,38,370.0,410.0,1.0731,64.39,1.0,60.0,75.0,-4.390000000000001,4.390000000000001,6.817828855412332
subject10,39,380.0,420.0,1.0588,63.53,1.05,63.0,55.5,-0.5300000000000011,0.5300000000000011,0.8342515347080137
subject10,40,390.0,430.0,1.038,62.28,1.25,75.0,57.0,12.719999999999999,12.719999999999999,20.423892100192674
subject10,41,400.0,440.0,0.9904,59.43,1.25,75.0,58.5,15.57,15.57,26.198889449772842
subject10,42,410.0,450.0,0.9533,57.2,1.25,75.0,81.0,17.799999999999997,17.799999999999997,31.118881118881113
subject10,43,420.0,460.0,0.9281,55.68,1.05,63.0,81.0,7.32,7.32,13.14655172413793
subject10,44,430.0,470.0,0.9221,55.33,1.05,63.0,103.5,7.670000000000002,7.670000000000002,13.862280860292792
subject10,45,440.0,480.0,0.9611,57.67,1.05,63.0,106.5,5.329999999999998,5.329999999999998,9.242240332928729
subject10,46,450.0,490.0,1.0141,60.85,1.05,63.0,63.0,2.1499999999999986,2.1499999999999986,3.5332785538208684
