subjek,jendela,t_mulai_s,t_selesai_s,ecg_hz,ecg_bpm,radar_hz,radar_bpm,radar_bpm_sebelum_medfilt,galat_bpm,galat_mutlak_bpm,galat_persen
per subjek,subject04,"=COUNTIF($A$2:$A$403,$B410)",,,,,,,"=AVERAGEIF($A$2:$A$403,$B410,$K$2:$K$403)",,"=AVERAGEIF($A$2:$A$403,$B410,$L$2:$L$403)"
per subjek,subject05,"=COUNTIF($A$2:$A$403,$B411)",,,,,,,"=AVERAGEIF($A$2:$A$403,$B411,$K$2:$K$403)",,"=AVERAGEIF($A$2:$A$403,$B411,$L$2:$L$403)"
per subjek,subject06,"=COUNTIF($A$2:$A$403,$B412)",,,,,,,"=AVERAGEIF($A$2:$A$403,$B412,$K$2:$K$403)",,"=AVERAGEIF($A$2:$A$403,$B412,$L$2:$L$403)"
per subjek,subject07,"=COUNTIF($A$2:$A$403,$B413)",,,,,,,"=AVERAGEIF($A$2:$A$403,$B413,$K$2:$K$403)",,"=AVERAGEIF($A$2:$A$403,$B413,$L$2:$L$403)"
per subjek,subject08,"=COUNTIF($A$2:$A$403,$B414)",,,,,,,"=AVERAGEIF($A$2:$A$403,$B414,$K$2:$K$403)",,"=AVERAGEIF($A$2:$A$403,$B414,$L$2:$L$403)"
per subjek,subject09,"=COUNTIF($A$2:$A$403,$B415)",,,,,,,"=AVERAGEIF($A$2:$A$403,$B415,$K$2:$K$403)",,"=AVERAGEIF($A$2:$A$403,$B415,$L$2:$L$403)"
per subjek,subject10,"=COUNTIF($A$2:$A$403,$B416)",,,,,,,"=AVERAGEIF($A$2:$A$403,$B416,$K$2:$K$403)",,"=AVERAGEIF($A$2:$A$403,$B416,$L$2:$L$403)"

rata-rata antar-subjek,(ini yang dilaporkan di tesis),,,,,,,,=AVERAGE(J407:J416),,=AVERAGE(L407:L416)
gabungan semua jendela,(bobot per jendela),"=COUNT($K$2:$K$403)",,,,,,,=AVERAGE($K$2:$K$403),,=AVERAGE($L$2:$L$403)

lolos standar ANSI/CTA-2065 (MAPE < 10%),,,,,,,,,"=COUNTIF(L407:L416,""<10"")&"" dari 10 subjek"""
