Timestamp,outputFilterHeartOut,final_heart_rate,heart_rate_est_peak,heart_rate_est_fft,heart_rate_est_fft_4hz,heartRateEst_xCorr,confidence_heart,range_bin_value,rangeBinPhaseIndex,unwrapPhasePeak_mm,sumEnergyHeartWfm
1750746991.6481397,0.0,48.0,0.0,0.0,0.0,130.43478393554688,0.0,82977904.0,1150156813,0.015406015329062939,0.0
1750746991.6481397,4.003026697319001e-05,48.0,0.0,0.0,0.0,130.43478393554688,0.0,84611648.0,1648885773,0.015492902137339115,0.0
1750746991.6481397,-0.002377452328801155,48.0,5.859375,46.875,93.75,130.43478393554688,0.0,89544424.0,3403481101,0.01903424970805645,0.0
1750746991.6813998,-0.0008195033296942711,48.0,5.859375,46.875,93.75,130.43478393554688,0.0,85948440.0,4009951245,0.032194834202528,0.0
1750746991.6979973,0.0005317036993801594,48.0,5.859375,46.875,93.75,130.43478393554688,0.0,88572896.0,4034658317,0.027273666113615036,0.0
1750746991.7147133,0.001131478464230895,48.0,5.859375,46.875,93.75,130.43478393554688,0.0,91000608.0,2447638541,0.022663546726107597,0.0
1750746991.7315989,0.0011032436741515994,48.0,5.859375,46.875,93.75,130.43478393554688,0.0,88585056.0,4134273037,0.027139384299516678,0.0
1750746991.7484126,0.0008025318384170532,48.0,5.859375,46.875,93.75,130.43478393554688,0.0,86981664.0,3884187661,0.017246229574084282,0.0
1750746991.7814415,0.0005067065358161926,48.0,5.859375,46.875,93.75,130.43478393554688,0.0,85762624.0,2487746573,0.02805457077920437,0.0
1750746991.7984204,0.0003990058321505785,48.0,5.859375,46.875,93.75,130.43478393554688,0.0,85421344.0,3986948109,0.011520342901349068,0.0
1750746991.8147514,0.000572276534512639,48.0,5.859375,46.875,93.75,130.43478393554688,0.0,88209280.0,1055916045,0.015007997862994671,0.0
1750746991.8317544,0.0009707975550554693,48.0,5.859375,46.875,93.75,130.43478393554688,0.0,86441376.0,3753115661,0.017266668379306793,0.10916744917631149
1750746991.8480692,0.0014073203783482313,48.0,5.859375,46.875,93.75,130.43478393554688,0.0,86361888.0,3101949965,0.006612896453589201,0.10916744917631149
1750746991.8822558,0.001729057403281331,48.0,5.859375,46.875,93.75,130.43478393554688,0.0,86195368.0,1737818125,0.013776936568319798,0.10916744917631149
1750746991.8980565,0.0018755682976916432,48.0,5.859375,46.875,93.75,130.43478393554688,0.0,82822168.0,4169334797,0.020920442417263985,0.10916744917631149
1750746991.914628,0.0018523995531722903,48.0,5.859375,46.875,93.75,130.43478393554688,0.0,91733184.0,4153933837,0.021858002990484238,0.10916744917631149
1750746991.931504,0.0017813658341765404,48.0,5.859375,46.875,93.75,130.43478393554688,0.0,86811312.0,2488664077,0.010427799075841904,0.10916744917631149
1750746991.9480088,0.0017395690083503723,48.0,5.859375,46.875,93.75,130.43478393554688,0.0,84630624.0,1804337165,0.02218330278992653,0.10916434228420258
1750746991.9812217,0.001493820920586586,48.0,5.859375,46.875,93.75,130.43478393554688,0.0,90982080.0,2295857165,0.01823117397725582,0.10916744917631149
1750746991.9979494,0.0006689191795885563,26.9296875,5.859375,117.1875,234.375,130.43478393554688,0.0,87037352.0,45416461,0.011479422450065613,0.10916744917631149
1750746992.0144994,-0.0008709379471838474,5.859375,5.859375,117.1875,234.375,130.43478393554688,0.0,86962192.0,3724673037,0.01531523372977972,0.10916744917631149
1750746992.0314913,-0.0029458184726536274,5.859375,5.859375,117.1875,234.375,130.43478393554688,0.0,87438096.0,3328311309,0.029717054218053818,0.10916434228420258
1750746992.047962,-0.005071633029729128,5.859375,5.859375,117.1875,234.375,130.43478393554688,0.0,86679080.0,1405419533,0.02282155118882656,0.10916744917631149
1750746992.0817716,-0.006460388656705618,5.859375,5.859375,117.1875,234.375,130.43478393554688,0.0,85003552.0,564396045,0.03159557282924652,0.10916744917631149
1750746992.098585,-0.00639717560261488,5.859375,5.859375,117.1875,234.375,130.43478393554688,0.0,87132960.0,828637197,0.0032250990625470877,0.10916434228420258
1750746992.119333,-0.004818805959075689,5.859375,5.859375,117.1875,234.375,130.43478393554688,0.0,85611520.0,1249902605,0.026867125183343887,0.10916744917631149
1750746992.1416416,-0.002444252371788025,5.859375,5.859375,117.1875,234.375,130.43478393554688,0.0,85172920.0,1951858701,0.022348452359437943,0.10916744917631149
1750746992.1616435,-0.00019017886370420456,5.859375,5.859375,117.1875,234.375,130.43478393554688,0.0,88908544.0,2489319437,0.017585579305887222,0.10916434228420258
1750746992.1796148,0.0014913720078766346,5.859375,5.859375,117.1875,234.375,130.43478393554688,0.0,86216832.0,1913651213,0.015314416028559208,0.10916744917631149
1750746992.1952431,0.002576834987848997,5.859375,5.859375,117.1875,234.375,130.43478393554688,0.0,82924336.0,711327757,0.025316249579191208,0.10916744917631149
1750746992.2108643,0.003165723755955696,5.859375,5.859375,117.1875,234.375,130.43478393554688,0.0,89910208.0,2105016333,0.02119298465549946,0.10916744917631149
1750746992.2421365,0.003475431352853775,5.859375,5.859375,117.1875,234.375,130.43478393554688,0.0,88563688.0,3959226381,0.019106442108750343,0.1656365692615509
1750746992.2577407,0.003763747401535511,5.859375,5.859375,117.1875,234.375,130.43478393554688,0.0,88529952.0,3682861069,0.02172151766717434,0.16563834249973297
1750746992.273373,0.004068396054208279,5.859375,5.859375,117.1875,234.375,130.43478393554688,0.0,87393792.0,2965372941,0.026657719165086746,0.16563834249973297
1750746992.2889924,0.004199501127004623,5.859375,5.859375,117.1875,234.375,130.43478393554688,0.0,90304176.0,1037434893,0.014832762070000172,0.16563297808170319
1750746992.3202415,0.003939575515687466,5.859375,5.859375,117.1875,234.375,130.43478393554688,0.0,82951760.0,935985165,0.01827501505613327,0.1656365692615509
1750746992.335868,0.0031055640429258347,5.859375,5.859375,117.1875,234.375,130.43478393554688,0.0,88007296.0,3696230413,0.0354752391576767,0.1656365692615509
1750746992.3514938,0.0016579264774918556,5.859375,5.859375,117.1875,234.375,130.43478393554688,0.0,86390680.0,3337814029,0.01486439909785986,0.1656365692615509
1750746992.3671157,-9.5306895673275e-05,5.859375,5.859375,117.1875,234.375,130.43478393554688,0.0,89081720.0,3907977229,0.022280361503362656,0.16563834249973297
1750746992.3983688,-0.0017036073841154575,5.859375,5.859375,117.1875,234.375,130.43478393554688,0.0,84359584.0,3878944781,0.01189697626978159,0.1656365692615509
1750746992.4151032,-0.00296312989667058,5.859375,5.859375,117.1875,234.375,130.43478393554688,0.0,89075168.0,3854303245,0.023896940052509308,0.16563297808170319
1750746992.4423544,-0.003852665890008211,5.859375,5.859375,117.1875,234.375,130.43478393554688,0.0,87529360.0,4075945997,0.01798955351114273,0.16563297808170319
1750746992.4472213,-0.004263324197381735,5.859375,5.859375,117.1875,140.625,130.43478393554688,0.0,89313376.0,1510735885,0.025775788351893425,0.1656365692615509
1750746992.4785202,-0.003995029255747795,5.859375,5.859375,117.1875,140.625,130.43478393554688,0.0,88417560.0,2762145805,0.0207759328186512,0.1656365692615509
1750746992.4941185,-0.0029702840838581324,5.859375,5.859375,117.1875,140.625,130.43478393554688,0.0,83837408.0,3896246285,0.025245724245905876,0.1656365692615509
1750746992.5097315,-0.0013984402175992727,5.859375,5.859375,117.1875,140.625,130.43478393554688,0.0,87996480.0,3607625741,0.011681520380079746,0.16563834249973297
1750746992.5409782,0.00023021316155791283,5.859375,5.859375,117.1875,140.625,130.43478393554688,0.0,87019224.0,4191879181,0.01664275862276554,0.1656365692615509
1750746992.5565999,0.0013042790815234184,5.859375,5.859375,117.1875,140.625,130.43478393554688,0.0,89766400.0,926941197,0.01940450258553028,0.1656365692615509
1750746992.5722327,0.001427720533683896,5.859375,5.859375,117.1875,140.625,130.43478393554688,0.0,88789888.0,1517289485,0.025917939841747284,0.1656365692615509
1750746992.587858,0.0007586751598864794,5.859375,5.859375,117.1875,140.625,130.43478393554688,0.0,88423200.0,2808348685,0.01591508835554123,0.1656365692615509
1750746992.619105,-8.056021761149168e-05,5.859375,5.859375,117.1875,140.625,130.43478393554688,0.0,89330752.0,1653080077,0.008439970202744007,0.16563834249973297
1750746992.6347294,-0.0005479895044118166,5.859375,5.859375,117.1875,140.625,130.43478393554688,0.0,88950576.0,2833645581,0.01883401907980442,0.1686292439699173
1750746992.650357,-0.0005449653835967183,5.859375,5.859375,117.1875,140.625,130.43478393554688,0.0,85218928.0,2328756237,0.010625726543366909,0.16862846910953522
1750746992.6816018,-0.00021606753580272198,5.859375,5.859375,117.1875,140.625,130.43478393554688,0.0,86830016.0,2641887245,0.02240093983709812,0.16862690448760986
1750746992.69723,0.0003508725203573704,5.859375,5.859375,117.1875,140.625,130.43478393554688,0.0,89183552.0,447217677,0.019006919115781784,0.16862846910953522
1750746992.7128563,0.0011345352977514267,5.859375,5.859375,117.1875,140.625,130.43478393554688,0.0,83643872.0,2310799373,0.02037515677511692,0.16862690448760986
1750746992.7284746,0.002048497088253498,5.859375,5.859375,117.1875,140.625,130.43478393554688,0.0,85136480.0,1653342221,0.022825388237833977,0.1686292439699173
1750746992.7597313,0.002841005800291896,5.859375,5.859375,117.1875,140.625,130.43478393554688,0.0,88190184.0,899481613,0.02023969404399395,0.1686292439699173
1750746992.775359,0.0031511145643889904,5.859375,5.859375,117.1875,140.625,130.43478393554688,0.0,82051536.0,2151284749,0.03136875480413437,0.1686292439699173
1750746992.7909825,0.0027187629602849483,5.859375,5.859375,117.1875,146.484375,130.43478393554688,0.0,91887352.0,1121910797,0.016033386811614037,0.1686292439699173
1750746992.8222332,0.0015394138172268867,5.859375,5.859375,117.1875,146.484375,130.43478393554688,0.0,92631200.0,2920546317,0.020264897495508194,0.1686292439699173
1750746992.8378627,-0.000192335806787014,5.859375,5.859375,117.1875,146.484375,130.43478393554688,0.0,89079024.0,3885891597,0.014407782815396786,0.1686292439699173
