Timestamp,outputFilterHeartOut,final_heart_rate,heart_rate_est_peak,heart_rate_est_fft,heart_rate_est_fft_4hz,heartRateEst_xCorr,confidence_heart,range_bin_value,rangeBinPhaseIndex,unwrapPhasePeak_mm,sumEnergyHeartWfm
1746860073.994698,0.0,48.0,0.0,0.0,0.0,0.0,0.0,1241777664.0,135004172,0.32536953687667847,1.233142648605839e-43
1746860073.994698,0.1733466237783432,48.0,5.859375,93.75,152.34375,50.0,0.0331912524998188,434312608.0,413990924,0.8526608943939209,0.2559953033924103
1746860074.0109549,0.5228932499885559,48.0,5.859375,93.75,152.34375,78.9473648071289,0.03265863284468651,256043216.0,780992524,0.7043072581291199,0.18886242806911469
1746860074.0276053,0.5355322360992432,48.0,5.859375,93.75,152.34375,78.9473648071289,0.0353529192507267,253593344.0,3631218700,0.7117654085159302,0.18886229395866394
1746860074.0443678,0.4502144753932953,48.0,5.859375,93.75,152.34375,78.9473648071289,0.0334601104259491,238710592.0,2801008652,0.6836416721343994,0.18886257708072662
1746860074.061015,0.2953343987464905,48.0,5.859375,93.75,152.34375,78.9473648071289,0.033755868673324585,215495936.0,2203058188,0.670752227306366,0.18886248767375946
1746860074.077541,0.11091744899749756,48.0,5.859375,93.75,152.34375,78.9473648071289,0.032265689224004745,191959952.0,288948236,0.6524791717529297,0.18886204063892365
1746860074.1109798,-0.06335580348968506,48.0,5.859375,93.75,152.34375,78.9473648071289,0.03235417604446411,196088480.0,19529740,0.640984296798706,0.18886235356330872
1746860074.1275413,-0.19754338264465332,48.0,5.859375,108.3984375,161.1328125,78.9473648071289,0.03307267278432846,251395408.0,3218407436,0.6294714212417603,0.18886227905750275
1746860074.144444,-0.27639469504356384,48.0,5.859375,108.3984375,161.1328125,78.9473648071289,0.031304437667131424,283293792.0,365101068,0.5856309533119202,0.18886256217956543
1746860074.160977,-0.29976776242256165,48.0,5.859375,108.3984375,161.1328125,78.9473648071289,0.032022662460803986,309606944.0,2714828812,0.5673865079879761,0.18886268138885498
1746860074.177682,-0.27932167053222656,48.0,5.859375,108.3984375,161.1328125,78.9473648071289,0.0326666496694088,423932000.0,629342220,0.5859078764915466,0.1888623982667923
1746860074.210714,-0.23256051540374756,48.0,5.859375,108.3984375,161.1328125,78.9473648071289,0.03566478192806244,447848928.0,2366570508,0.5913934111595154,0.18886247277259827
1746860074.227371,-0.17614905536174774,48.0,5.859375,108.3984375,161.1328125,78.9473648071289,1.7610373497009277,341383424.0,3368550412,0.626531720161438,0.18886275589466095
