Timestamp,range_bin_value,outputFilterHeartOut,heart_rate_est_fft,heart_rate_est_fft_4hz,heartRateEst_xCorr,heart_rate_est_peak,confidence_heart,sumEnergyHeartWfm,finalHeartrate
1736491277.541315,2133960576.0,-0.587669849395752,105.46875,105.46875,52.17391586303711,23.4375,2.4958202838897705,0.2980491816997528,48.0
1736491277.5623891,1869141888.0,0.3344423770904541,105.46875,105.46875,52.17391586303711,23.4375,2.1852972507476807,0.2980492115020752,48.0
1736491277.6107287,2147418112.0,0.6096211671829224,105.46875,105.46875,52.17391586303711,23.4375,2.1398489475250244,0.29804903268814087,48.0
1736491277.6597412,2147352576.0,0.6552021503448486,105.46875,105.46875,52.17391586303711,22.265625,2.1100685596466064,0.29804903268814087,48.0
1736491277.7096965,2093394432.0,0.558307945728302,105.46875,105.46875,52.17391586303711,22.265625,2.089329719543457,0.29804930090904236,48.0
1736491277.7599192,2147418112.0,0.4370356798171997,105.46875,105.46875,52.17391586303711,22.265625,2.064371347427368,0.2980489134788513,48.0
1736491277.8102894,1457623040.0,0.38217344880104065,105.46875,105.46875,52.17391586303711,22.265625,2.032343864440918,0.29804956912994385,48.0
1736491277.8598473,2147418112.0,0.41850215196609497,105.46875,105.46875,52.17391586303711,22.265625,2.0252902507781982,0.2980493903160095,48.0
1736491277.90949,1561388544.0,0.497977077960968,105.46875,105.46875,52.17391586303711,22.265625,3.7602317333221436,0.2980494499206543,48.0
1736491277.9601002,1475699328.0,0.5265827178955078,105.46875,105.46875,52.17391586303711,19.921875,3.8257644176483154,0.2980493903160095,48.0
1736491278.0103862,2147418112.0,0.41702792048454285,105.46875,105.46875,52.17391586303711,19.921875,3.8318779468536377,0.2980494797229767,48.0
1736491278.0599153,1418892672.0,0.14325708150863647,105.46875,105.46875,52.17391586303711,19.921875,2.9475395679473877,0.29804933071136475,48.0
1736491278.1097906,1451849856.0,-0.23764097690582275,105.46875,105.46875,52.17391586303711,19.921875,2.9952855110168457,0.2980492413043976,48.0
1736491278.1601756,1198019712.0,-0.6077772974967957,105.46875,105.46875,52.17391586303711,19.921875,3.024667263031006,0.2980489730834961,48.0
1736491278.210092,664217408.0,-0.8374937772750854,105.46875,105.46875,52.17391586303711,19.921875,3.057844638824463,0.29804906249046326,48.0
1736491278.2622283,1191747328.0,-0.83745276927948,105.46875,105.46875,52.17391586303711,19.921875,3.0586652755737305,0.29804912209510803,48.0
1736491278.3084598,2147418112.0,-0.5963177680969238,105.46875,105.46875,52.17391586303711,19.921875,3.0927746295928955,0.29804930090904236,48.0
