timestamp,value
1746862555,0.0000006537318
1746862555.008,0.000006408221
1746862555.016,-0.000000695059
1746862555.024,-0.00000161432
1746862555.032,-0.000006887009
1746862555.04,-0.00001527529
1746862555.048,-0.000008919241
1746862555.056,-0.00001164645
1746862555.064,-0.000005055755
1746862555.072,-0.000008211736
1746862555.08,-0.00001110188
1746862555.088,-0.0000040118
1746862555.096,-0.000001486444
1746862555.104,0.000003789315
1746862555.112,0.000003593697
1746862555.12,-0.000002232712
1746862555.128,-0.000004692889
1746862555.136,-0.00002686808
1746862555.144,-0.00003573992
1746862555.152,-0.00004494089
1746862555.16,-0.00005213302
1746862555.168,-0.00004097072
1746862555.176,-0.00003908857
1746862555.184,-0.00003184127
1746862555.192,-0.0000261565
1746862555.2,-0.00002516974
1746862555.208,-0.00001263815
1746862555.216,-0.00000669972
1746862555.224,0.00004082918
1746862555.232,0.00009750645
1746862555.24,0.0001292688
1746862555.248,0.00007957862
1746862555.256,-0.00002533139
1746862555.264,-0.00008727339
1746862555.272,-0.0000799839
1746862555.28,-0.00003957191
1746862555.288,0.00008052206
1746862555.296,0.000131964
1746862555.304,0.00005521204
1746862555.312,-0.00006772062
1746862555.32,-0.0001022224
1746862555.328,-0.00009141318
1746862555.336,-0.00007250575
1746862555.344,-0.0000582401
1746862555.352,-0.00004223805
1746862555.36,-0.00002935336
1746862555.368,-0.00001437796
1746862555.376,0.000001492808
1746862555.384,0.00001783077
1746862555.392,0.00002437068
1746862555.4,0.00002596075
1746862555.408,0.00003593567
1746862555.416,0.00003429264
1746862555.424,0.0000423809
1746862555.432,0.00004412627
1746862555.44,0.00004191111
1746862555.448,0.00005308015
1746862555.456,0.00005011812
1746862555.464,0.00004763959
1746862555.472,0.00003281419
1746862555.48,0.00001622265
1746862555.488,0.000009059073
1746862555.496,-0.00001183065
1746862555.504,-0.00002177468
1746862555.512,-0.00004246234
1746862555.52,-0.00006028209
1746862555.528,-0.00005480932
1746862555.536,-0.00006419274
1746862555.544,-0.00005079395
1746862555.552,-0.00004750013
1746862555.56,-0.00004381394
1746862555.568,-0.00002462518
1746862555.576,-0.00002155165
1746862555.584,-0.000006437082
1746862555.592,0.0000002205658
1746862555.6,0.000003780279
1746862555.608,0.00002107456
1746862555.616,0.00002150628
1746862555.624,0.00003273066
1746862555.632,0.00003585062
1746862555.64,0.00003814681
1746862555.648,0.00004269041
1746862555.656,0.00004262272
1746862555.664,0.00004228856
1746862555.672,0.00003873505
1746862555.68,0.00003696011
1746862555.688,0.00003676127
1746862555.696,0.00003334882
1746862555.704,0.00002890047
1746862555.712,0.0000250147
1746862555.72,0.00001223862
1746862555.728,0.000009247308
1746862555.736,0.000005699623
1746862555.744,-0.000001277543
1746862555.752,0.000003103679
1746862555.76,-0.00001065434
1746862555.768,-0.00001090356
1746862555.776,-0.00001023563
1746862555.784,-0.00001197605
1746862555.792,-0.00001999212
1746862555.8,-0.00002681741
1746862555.808,-0.00002024981
1746862555.816,-0.00002206408
1746862555.824,-0.00001288621
1746862555.832,-0.00001255274
1746862555.84,-0.00001739827
1746862555.848,-0.000005548682
1746862555.856,-0.0000061594
1746862555.864,0.000001707242
1746862555.872,0.000004108411
1746862555.88,0.000006217674
1746862555.888,0.000004964004
1746862555.896,-0.00001892325
1746862555.904,-0.00003176969
1746862555.912,-0.00004336653
1746862555.92,-0.00005039027
1746862555.928,-0.0000397013
1746862555.936,-0.00003917406
1746862555.944,-0.00002333393
1746862555.952,-0.00002606398
1746862555.96,-0.00002620994
1746862555.968,-0.00001312909
1746862555.976,-0.000001389473
1746862555.984,0.00006502828
1746862555.992,0.0001424626
1746862556,0.0001820373
1746862556.008,0.00009219955
1746862556.016,-0.00005815238
1746862556.024,-0.0001395734
1746862556.032,-0.0001168181
1746862556.04,-0.00002268834
1746862556.048,0.0001239227
1746862556.056,0.0001196792
1746862556.064,-0.000003538749
1746862556.072,-0.00008818752
1746862556.08,-0.00008847852
1746862556.088,-0.00007048107
1746862556.096,-0.00006170577
1746862556.104,-0.00003822452
1746862556.112,-0.00003024696
1746862556.12,-0.00001949238
1746862556.128,0.000001592277
1746862556.136,0.000006439587
1746862556.144,0.00002303617
1746862556.152,0.00002246321
1746862556.16,0.0000235302
1746862556.168,0.00003340704
1746862556.176,0.0000361833
1746862556.184,0.00004147659
1746862556.192,0.00004265729
1746862556.2,0.00004156057
1746862556.208,0.00005025242
1746862556.216,0.00004603973
1746862556.224,0.00003852573
1746862556.232,0.00002865098
1746862556.24,0.000009652029
1746862556.248,0.000003604354
1746862556.256,-0.000007974058
1746862556.264,-0.00002090141
1746862556.272,-0.00004128811
1746862556.28,-0.00005836473
1746862556.288,-0.00005542488
1746862556.296,-0.00005807678
1746862556.304,-0.00005000959
1746862556.312,-0.00004630029
1746862556.32,-0.00004626736
1746862556.328,-0.00003418372
1746862556.336,-0.00002557571
1746862556.344,-0.00001093377
1746862556.352,-0.00000208192
1746862556.36,0.000006194377
1746862556.368,0.00002017533
1746862556.376,0.00002113209
1746862556.384,0.00002929329
1746862556.392,0.00003066829
1746862556.4,0.00002928346
1746862556.408,0.00003795692
1746862556.416,0.00003601008
1746862556.424,0.00004247213
1746862556.432,0.00003602336
1746862556.44,0.00002775752
1746862556.448,0.00003331202
1746862556.456,0.00002585931
1746862556.464,0.00002348958
1746862556.472,0.00001408443
1746862556.48,0.00000473556
1746862556.488,0.00000905888
1746862556.496,0.000006084468
1746862556.504,0.000008019108
1746862556.512,0.0000003436453
1746862556.52,-0.00000936045
1746862556.528,-0.00000248259
1746862556.536,-0.000006329057
1746862556.544,-0.000006693708
1746862556.552,-0.00001638202
1746862556.56,-0.00001836622
1746862556.568,-0.00001116031
1746862556.576,-0.00001543376
1746862556.584,-0.00001366524
1746862556.592,-0.00001275545
1746862556.6,-0.00001119799
1746862556.608,-0.00000401417
1746862556.616,-0.000003631797
1746862556.624,0.00001142621
1746862556.632,0.000008837867
1746862556.64,0.000007536633
1746862556.648,0.00001384566
1746862556.656,0.000005346657
1746862556.664,-0.000008814726
1746862556.672,-0.00003038205
1746862556.68,-0.00004845322
1746862556.688,-0.00004346774
1746862556.696,-0.00003950762
1746862556.704,-0.00002759794
1746862556.712,-0.00002259371
1746862556.72,-0.00002674858
1746862556.728,-0.00001565495
1746862556.736,-0.000009406449
1746862556.744,-0.0000007105663
1746862556.752,0.00004322211
1746862556.76,0.0001163852
1746862556.768,0.0001889318
1746862556.776,0.0001290902
1746862556.784,-0.00001457213
1746862556.792,-0.0001349084
1746862556.8,-0.0001411777
1746862556.808,-0.00005707392
1746862556.816,0.00009151503
1746862556.824,0.0001302615
1746862556.832,0.000009973654
1746862556.84,-0.0001020305
1746862556.848,-0.00009107137
1746862556.856,-0.00008557895
1746862556.864,-0.00006346017
1746862556.872,-0.00004786269
1746862556.88,-0.00003791347
1746862556.888,-0.00001664947
1746862556.896,-0.00001008649
1746862556.904,0.000003363063
1746862556.912,0.000007541869
1746862556.92,0.00001204097
1746862556.928,0.00002690148
1746862556.936,0.00002842933
1746862556.944,0.00003642808
1746862556.952,0.0000358951
1746862556.96,0.00003689785
1746862556.968,0.00005089084
1746862556.976,0.00004850351
1746862556.984,0.00005396404
1746862556.992,0.0000446532
1746862557,0.00003178018
1746862557.008,0.00002507078
1746862557.016,0.000006192315
1746862557.024,-0.000004718732
1746862557.032,-0.00002342747
1746862557.04,-0.00004102576
1746862557.048,-0.00004613321
1746862557.056,-0.00006114222
1746862557.064,-0.00005724481
1746862557.072,-0.0000616641
1746862557.08,-0.00005918763
1746862557.088,-0.00004746352
1746862557.096,-0.00004209699
1746862557.104,-0.0000270934
1746862557.112,-0.00001910753
1746862557.12,-0.00001020662
1746862557.128,0.000008859047
1746862557.136,0.00001861885
1746862557.144,0.00002446089
1746862557.152,0.00002855245
1746862557.16,0.00003184723
1746862557.168,0.00004200699
1746862557.176,0.00004630837
1746862557.184,0.00004834994
1746862557.192,0.00004236049
1746862557.2,0.00003592583
1746862557.208,0.00004086504
1746862557.216,0.00003536576
1746862557.224,0.0000350454
1746862557.232,0.00002564901
1746862557.24,0.00001696217
1746862557.248,0.00002250918
1746862557.256,0.00001281525
1746862557.264,0.00001726848
1746862557.272,0.000004399606
1746862557.28,-0.0000008459381
1746862557.288,0.000006564774
1746862557.296,-0.000003652047
1746862557.304,0.00000180785
1746862557.312,-0.0000008083821
1746862557.32,-0.00001298911
1746862557.328,-0.00001294881
1746862557.336,-0.00001158574
1746862557.344,-0.00001148139
1746862557.352,-0.000008178439
1746862557.36,-0.00001252891
1746862557.368,-0.000009669985
1746862557.376,-0.000007746285
1746862557.384,-0.000005582554
1746862557.392,-0.000003974151
1746862557.4,0.000001061005
1746862557.408,0.00001201795
1746862557.416,0.0000007645658
1746862557.424,-0.00001570429
1746862557.432,-0.00003211426
1746862557.44,-0.00004479836
1746862557.448,-0.00004201826
1746862557.456,-0.00004330677
1746862557.464,-0.00003236183
1746862557.472,-0.00003384076
1746862557.48,-0.00003383047
1746862557.488,-0.00002037655
1746862557.496,-0.00001893102
1746862557.504,-0.000008576239
1746862557.512,0.00001392756
1746862557.52,0.00006978046
